fid,ID,NL,NS,NM
7582,52370315947,0,0,0
7583,52370315948,0,0,0
7584,52370315949,0,0,0
7585,52370316940,0,0,0
7586,52370315951,0,0,0
7587,52370315952,0,0,0
7588,52370315953,0,0,0
7589,52370315954,0,0,0
7590,52370315955,0,0,0
7591,52370315956,0,0,0
7592,52370315957,0,0,0
7593,52370315958,0,0,0
7594,52370315959,0,0,0
7595,52370316950,0,0,0
7596,52370315961,0,0,0
7597,52370315962,0,0,0
7598,52370315963,0,0,0
7599,52370315964,0,0,0
7600,52370315965,0,0,0
7601,52370315966,0,0,0
7602,52370315967,0,0,0
7603,52370315968,0,0,0
7604,52370315969,0,0,0
7605,52370316960,0,0,0
7606,52370315971,0,0,0
7607,52370315972,0,0,0
7608,52370315973,0,0,0
7609,52370315974,0,0,0
7610,52370315975,0,0,0
7611,52370315976,0,0,0
7612,52370315977,0,0,0
7613,52370315978,0,0,0
7614,52370315979,0,0,0
7615,52370316970,0,0,0
7616,52370315981,0,0,0
7617,52370315982,0,0,0
7618,52370315983,0,0,0
7619,52370315984,0,0,0
7620,52370315985,0,0,0
7621,52370315986,0,0,0
7622,52370315987,0,0,0
7623,52370315988,0,0,0
7624,52370315989,0,0,0
7625,52370316980,0,0,0
7626,52370315991,0,0,0
7627,52370315992,0,0,0
7628,52370315993,0,0,0
7629,52370315994,0,0,0
7630,52370315995,0,0,0
7631,52370315996,0,0,0
7632,52370315997,0,0,0
7633,52370315998,0,0,0
7634,52370315999,0,0,0
7635,52370316990,0,0,0
7636,52370325901,0,0,0
7637,52370325902,0,0,0
7638,52370325903,0,0,0
7639,52370325904,0,0,0
7640,52370325905,0,0,0
7641,52370325906,0,0,0
7642,52370325907,0,0,0
7643,52370325908,0,0,0
7644,52370325909,0,0,0
7645,52370326900,0,0,0
7646,52370316911,0,0,0
7647,52370316912,0,0,0
7648,52370316913,0,0,0
7649,52370316914,0,0,0
7650,52370316915,0,0,0
7651,52370316916,0,0,0
7652,52370316917,0,0,0
7653,52370316918,0,0,0
7654,52370316919,0,0,0
7655,52370317910,0,0,0
7656,52370316921,0,0,0
7657,52370316922,0,0,0
7658,52370316923,0,0,0
7659,52370316924,0,0,0
7660,52370316925,0,0,0
7661,52370316926,0,0,0
7662,52370316927,0,0,0
7663,52370316928,0,0,0
7664,52370316929,0,0,0
7665,52370317920,0,0,0
7666,52370316931,0,0,0
7667,52370316932,0,0,0
7668,52370316933,0,0,0
7669,52370316934,0,0,0
7670,52370316935,0,0,0
7671,52370316936,0,0,0
7672,52370316937,0,0,0
7673,52370316938,0,0,0
7674,52370316939,0,0,0
7675,52370317930,0,0,0
7676,52370316941,0,0,0
7677,52370316942,0,0,0
7678,52370316943,0,0,0
7679,52370316944,0,0,0
7680,52370316945,0,0,0
7681,52370316946,0,0,0
7682,52370316947,0,0,0
7683,52370316948,0,0,0
7684,52370316949,0,0,0
7685,52370317940,0,0,0
7686,52370316951,0,0,0
7687,52370316952,0,0,0
7688,52370316953,0,0,0
7689,52370316954,0,0,0
7690,52370316955,0,0,0
7691,52370316956,0,0,0
7692,52370316957,0,0,0
7693,52370316958,0,0,0
7694,52370316959,0,0,0
7695,52370317950,0,0,0
7696,52370316961,0,0,0
7697,52370316962,0,0,0
7698,52370316963,0,0,0
7699,52370316964,0,0,0
7700,52370316965,0,0,0
7701,52370316966,0,0,0
7702,52370316967,0,0,0
7703,52370316968,0,0,0
7704,52370316969,0,0,0
7705,52370317960,0,0,0
7706,52370316971,0,0,0
7707,52370316972,0,0,0
7708,52370316973,0,0,0
7709,52370316974,0,0,0
7710,52370316975,0,0,0
7711,52370316976,0,0,0
7712,52370316977,0,0,0
7713,52370316978,0,0,0
7714,52370316979,0,0,0
7715,52370317970,0,0,0
7716,52370316981,0,0,0
7717,52370316982,0,0,0
7718,52370316983,0,0,0
7719,52370316984,0,0,0
7720,52370316985,0,0,0
7721,52370316986,0,0,0
7722,52370316987,0,0,0
7723,52370316988,0,0,0
7724,52370316989,0,0,0
7725,52370317980,0,0,0
7726,52370316991,0,0,0
7727,52370316992,0,0,0
7728,52370316993,0,0,0
7729,52370316994,0,0,0
7730,52370316995,0,0,0
7731,52370316996,0,0,0
7732,52370316997,0,0,0
7733,52370316998,0,0,0
7734,52370316999,0,0,0
7735,52370317990,0,0,0
7736,52370326901,0,0,0
7737,52370326902,0,0,0
7738,52370326903,0,0,0
7739,52370326904,0,0,0
7740,52370326905,0,0,0
7741,52370326906,0,0,0
7742,52370326907,0,0,0
7743,52370326908,0,0,0
7744,52370326909,0,0,0
7745,52370327900,0,0,0
7746,52370317911,0,0,0
7747,52370317912,0,0,0
7748,52370317913,0,0,0
7749,52370317914,0,0,0
7750,52370317915,0,0,0
7751,52370317916,0,0,0
7752,52370317917,0,0,0
7753,52370317918,0,0,0
7754,52370317919,0,0,0
7755,52370318910,0,0,0
7756,52370317921,0,0,0
7757,52370317922,0,0,0
7758,52370317923,0,0,0
7759,52370317924,0,0,0
7760,52370317925,0,0,0
7761,52370317926,0,0,0
7762,52370317927,0,0,0
7763,52370317928,0,0,0
7764,52370317929,0,0,0
7765,52370318920,0,0,0
7766,52370317931,0,0,0
7767,52370317932,0,0,0
7768,52370317933,0,0,0
7769,52370317934,0,0,0
7770,52370317935,0,0,0
7771,52370317936,0,0,0
7772,52370317937,0,0,0
7773,52370317938,0,0,0
7774,52370317939,0,0,0
7775,52370318930,0,0,0
7776,52370317941,0,0,0
7777,52370317942,0,0,0
7778,52370317943,0,0,0
7779,52370317944,0,0,0
7780,52370317945,0,0,0
7781,52370317946,0,0,0
7782,52370317947,0,0,0
7783,52370317948,0,0,0
7784,52370317949,0,0,0
7785,52370318940,0,0,0
7786,52370317951,0,0,0
7787,52370317952,0,0,0
7788,52370317953,0,0,0
7789,52370317954,0,0,0
7790,52370317955,0,0,0
7791,52370317956,0,0,0
7792,52370317957,0,0,0
7793,52370317958,0,0,0
7794,52370317959,0,0,0
7795,52370318950,0,0,0
7796,52370317961,0,0,0
7797,52370317962,0,0,0
7798,52370317963,0,0,0
7799,52370317964,0,0,0
7800,52370317965,0,0,0
7801,52370317966,0,0,0
7802,52370317967,0,0,0
7803,52370317968,0,0,0
7804,52370317969,0,0,0
7805,52370318960,0,0,0
7806,52370317971,0,0,0
7807,52370317972,0,0,0
7808,52370317973,0,0,0
7809,52370317974,0,0,0
7810,52370317975,0,0,0
7811,52370317976,0,0,0
7812,52370317977,0,0,0
7813,52370317978,0,0,0
7814,52370317979,0,0,0
7815,52370318970,0,0,0
7816,52370317981,0,0,0
7817,52370317982,0,0,0
7818,52370317983,0,0,0
7819,52370317984,0,0,0
7820,52370317985,0,0,0
7821,52370317986,0,0,0
7822,52370317987,0,0,0
7823,52370317988,0,0,0
7824,52370317989,0,0,0
7825,52370318980,0,0,0
7826,52370317991,0,0,0
7827,52370317992,0,0,0
7828,52370317993,0,0,0
7829,52370317994,0,0,0
7830,52370317995,0,0,0
7831,52370317996,0,0,0
7832,52370317997,0,0,0
7833,52370317998,0,0,0
7834,52370317999,0,0,0
7835,52370318990,0,0,0
7836,52370327901,0,0,0
7837,52370327902,0,0,0
7838,52370327903,0,0,0
7839,52370327904,0,0,0
7840,52370327905,0,0,0
7841,52370327906,0,0,0
7842,52370327907,0,0,0
7843,52370327908,0,0,0
7844,52370327909,0,0,0
7845,52370328900,0,0,0
7846,52370318911,0,0,0
7847,52370318912,0,0,0
7848,52370318913,0,0,0
7849,52370318914,0,0,0
7850,52370318915,0,0,0
7851,52370318916,0,0,0
7852,52370318917,0,0,0
7853,52370318921,0,0,0
7854,52370318922,0,0,0
7855,52370318923,0,0,0
7856,52370318924,0,0,0
7857,52370318925,0,0,0
7858,52370318926,0,0,0
7859,52370318927,0,0,0
7860,52370318931,0,0,0
7861,52370318932,0,0,0
7862,52370318933,0,0,0
7863,52370318934,0,0,0
7864,52370318935,0,0,0
7865,52370318936,0,0,0
7866,52370318937,0,0,0
7867,52370318938,0,0,0
7868,52370318941,0,0,0
7869,52370318942,0,0,0
7870,52370318943,0,0,0
7871,52370318944,0,0,0
7872,52370318945,0,0,0
7873,52370318946,0,0,0
7874,52370318947,0,0,0
7875,52370318948,0,0,0
7876,52370318951,0,0,0
7877,52370318952,0,0,0
7878,52370318953,0,0,0
7879,52370318954,0,0,0
7880,52370318955,0,0,0
7881,52370318956,0,0,0
7882,52370318957,0,0,0
7883,52370318958,0,0,0
7884,52370318961,0,0,0
7885,52370318962,0,0,0
7886,52370318963,0,0,0
7887,52370318964,0,0,0
7888,52370318965,0,0,0
7889,52370318966,0,0,0
7890,52370318967,0,0,0
7891,52370318968,0,0,0
7892,52370318971,0,0,0
7893,52370318972,0,0,0
7894,52370318973,0,0,0
7895,52370318974,0,0,0
7896,52370318975,0,0,0
7897,52370318976,0,0,0
7898,52370318977,0,0,0
7899,52370318978,0,0,0
7900,52370318981,0,0,0
7901,52370318982,0,0,0
7902,52370318983,0,0,0
7903,52370318984,0,0,0
7904,52370318985,0,0,0
7905,52370318986,0,0,0
7906,52370318987,0,0,0
7907,52370318988,0,0,0
7908,52370318991,0,0,0
7909,52370318992,0,0,0
7910,52370318993,0,0,0
7911,52370318994,0,0,0
7912,52370318995,0,0,0
7913,52370318996,0,0,0
7914,52370318997,0,0,0
7915,52370318998,0,0,0
7916,52370328901,0,0,0
7917,52370328902,0,0,0
7918,52370328903,0,0,0
7919,52370328904,0,0,0
7920,52370328905,0,0,0
7921,52370328906,0,0,0
7922,52370328907,0,0,0
7923,52370328908,0,0,0
7924,52370320911,0,0,0
7925,52370320912,0,0,0
7926,52370320913,0,0,0
7927,52370320914,0,0,0
7928,52370320915,0,0,0
7929,52370320916,0,0,0
7930,52370320917,0,0,0
7931,52370320918,0,0,0
7932,52370320919,0,0,0
7933,52370321910,0,0,0
7934,52370320921,0,0,0
7935,52370320922,0,0,0
7936,52370320923,0,0,0
7937,52370320924,0,0,0
7938,52370320925,0,0,0
7939,52370320926,0,0,0
7940,52370320927,0,0,0
7941,52370320928,0,0,0
7942,52370320929,0,0,0
7943,52370321920,0,0,0
7944,52370320931,0,0,0
7945,52370320932,0,0,0
7946,52370320933,0,0,0
7947,52370320934,0,0,0
7948,52370320935,0,0,0
7949,52370320936,0,0,0
7950,52370320937,0,0,0
7951,52370320938,0,0,0
7952,52370320939,0,0,0
7953,52370321930,0,0,0
7954,52370320941,0,0,0
7955,52370320942,0,0,0
7956,52370320943,0,0,0
7957,52370320944,0,0,0
7958,52370320945,0,0,0
7959,52370320946,0,0,0
7960,52370320947,0,0,0
7961,52370320948,0,0,0
7962,52370320949,0,0,0
7963,52370321940,0,0,0
7964,52370320951,0,0,0
7965,52370320952,0,0,0
7966,52370320953,0,0,0
7967,52370320954,0,0,0
7968,52370320955,0,0,0
7969,52370320956,0,0,0
7970,52370320957,0,0,0
7971,52370320958,0,0,0
7972,52370320959,0,0,0
7973,52370321950,0,0,0
7974,52370320961,0,0,0
7975,52370320962,0,0,0
7976,52370320963,0,0,0
7977,52370320964,0,0,0
7978,52370320965,0,0,0
7979,52370320966,0,0,0
7980,52370320967,0,0,0
7981,52370320968,0,0,0
7982,52370320969,0,0,0
7983,52370321960,0,0,0
7984,52370320971,0,0,0
7985,52370320972,0,0,0
7986,52370320973,0,0,0
7987,52370320974,0,0,0
7988,52370320975,0,0,0
7989,52370320976,0,0,0
7990,52370320977,0,0,0
7991,52370320978,0,0,0
7992,52370320979,0,0,0
7993,52370321970,0,0,0
7994,52370320981,0,0,0
7995,52370320982,0,0,0
7996,52370320983,0,0,0
7997,52370320984,0,0,0
7998,52370320985,0,0,0
7999,52370320986,0,0,0
8000,52370320987,0,0,0
8001,52370320988,0,0,0
8002,52370320989,0,0,0
8003,52370321980,0,0,0
8004,52370320991,0,0,0
8005,52370320992,0,0,0
8006,52370320993,0,0,0
8007,52370320994,0,0,0
8008,52370320995,0,0,0
8009,52370320996,0,0,0
8010,52370320997,0,0,0
8011,52370320998,0,0,0
8012,52370320999,0,0,0
8013,52370321990,0,0,0
8014,52370330901,0,0,0
8015,52370330902,0,0,0
8016,52370330903,0,0,0
8017,52370330904,0,0,0
8018,52370330905,0,0,0
8019,52370330906,0,0,0
8020,52370330907,0,0,0
8021,52370330908,0,0,0
8022,52370330909,0,0,0
8023,52370331900,0,0,0
8024,52370321911,0,0,0
8025,52370321912,0,0,0
8026,52370321913,0,0,0
8027,52370321914,0,0,0
8028,52370321915,0,0,0
8029,52370321916,0,0,0
8030,52370321917,0,0,0
8031,52370321918,0,0,0
8032,52370321919,0,0,0
8033,52370322910,0,0,0
8034,52370321921,0,0,0
8035,52370321922,0,0,0
8036,52370321923,0,0,0
8037,52370321924,0,0,0
8038,52370321925,0,0,0
8039,52370321926,0,0,0
8040,52370321927,0,0,0
8041,52370321928,0,0,0
8042,52370321929,0,0,0
8043,52370322920,0,0,0
8044,52370321931,0,0,0
8045,52370321932,0,0,0
8046,52370321933,0,0,0
8047,52370321934,0,0,0
8048,52370321935,0,0,0
8049,52370321936,0,0,0
8050,52370321937,0,0,0
8051,52370321938,0,0,0
8052,52370321939,0,0,0
8053,52370322930,0,0,0
8054,52370321941,0,0,0
8055,52370321942,0,0,0
8056,52370321943,0,0,0
8057,52370321944,0,0,0
8058,52370321945,0,0,0
8059,52370321946,0,0,0
8060,52370321947,0,0,0
8061,52370321948,0,0,0
8062,52370321949,0,0,0
8063,52370322940,0,0,0
8064,52370321951,0,0,0
8065,52370321952,0,0,0
8066,52370321953,0,0,0
8067,52370321954,0,0,0
8068,52370321955,0,0,0
8069,52370321956,0,0,0
8070,52370321957,0,0,0
8071,52370321958,0,0,0
8072,52370321959,0,0,0
8073,52370322950,0,0,0
8074,52370321961,0,0,0
8075,52370321962,0,0,0
8076,52370321963,0,0,0
8077,52370321964,0,0,0
8078,52370321965,0,0,0
8079,52370321966,0,0,0
8080,52370321967,0,0,0
8081,52370321968,0,0,0
8082,52370321969,0,0,0
8083,52370322960,0,0,0
8084,52370321971,0,0,0
8085,52370321972,0,0,0
8086,52370321973,0,0,0
8087,52370321974,0,0,0
8088,52370321975,0,0,0
8089,52370321976,0,0,0
8090,52370321977,0,0,0
8091,52370321978,0,0,0
8092,52370321979,0,0,0
8093,52370322970,0,0,0
8094,52370321981,0,0,0
8095,52370321982,0,0,0
8096,52370321983,0,0,0
8097,52370321984,0,0,0
8098,52370321985,0,0,0
8099,52370321986,0,0,0
8100,52370321987,0,0,0
8101,52370321988,0,0,0
8102,52370321989,0,0,0
8103,52370322980,0,0,0
8104,52370321991,0,0,0
8105,52370321992,0,0,0
8106,52370321993,0,0,0
8107,52370321994,0,0,0
8108,52370321995,0,0,0
8109,52370321996,0,0,0
8110,52370321997,0,0,0
8111,52370321998,0,0,0
8112,52370321999,0,0,0
8113,52370322990,0,0,0
8114,52370331901,0,0,0
8115,52370331902,0,0,0
8116,52370331903,0,0,0
8117,52370331904,0,0,0
8118,52370331905,0,0,0
8119,52370331906,0,0,0
8120,52370331907,0,0,0
8121,52370331908,0,0,0
8122,52370331909,0,0,0
8123,52370332900,0,0,0
8124,52370322911,0,0,0
8125,52370322912,0,0,0
8126,52370322913,0,0,0
8127,52370322914,0,0,0
8128,52370322915,0,0,0
8129,52370322916,0,0,0
8130,52370322917,0,0,0
8131,52370322918,0,0,0
8132,52370322919,0,0,0
8133,52370323910,0,0,0
8134,52370322921,0,0,0
8135,52370322922,0,0,0
8136,52370322923,0,0,0
8137,52370322924,0,0,0
8138,52370322925,0,0,0
8139,52370322926,0,0,0
8140,52370322927,0,0,0
8141,52370322928,0,0,0
8142,52370322929,0,0,0
8143,52370323920,0,0,0
8144,52370322931,0,0,0
8145,52370322932,0,0,0
8146,52370322933,0,0,0
8147,52370322934,0,0,0
8148,52370322935,0,0,0
8149,52370322936,0,0,0
8150,52370322937,0,0,0
8151,52370322938,0,0,0
8152,52370322939,0,0,0
8153,52370323930,0,0,0
8154,52370322941,0,0,0
8155,52370322942,0,0,0
8156,52370322943,0,0,0
8157,52370322944,0,0,0
8158,52370322945,0,0,0
8159,52370322946,0,0,0
8160,52370322947,0,0,0
8161,52370322948,0,0,0
8162,52370322949,0,0,0
8163,52370323940,0,0,0
8164,52370322951,0,0,0
8165,52370322952,0,0,0
8166,52370322953,0,0,0
8167,52370322954,0,0,0
8168,52370322955,0,0,0
8169,52370322956,0,0,0
8170,52370322957,0,0,0
8171,52370322958,0,0,0
8172,52370322959,0,0,0
8173,52370323950,0,0,0
8174,52370322961,0,0,0
8175,52370322962,0,0,0
8176,52370322963,0,0,0
8177,52370322964,0,0,0
8178,52370322965,0,0,0
8179,52370322966,0,0,0
8180,52370322967,0,0,0
8181,52370322968,0,0,0
8182,52370322969,0,0,0
8183,52370323960,0,0,0
8184,52370322971,0,0,0
8185,52370322972,0,0,0
8186,52370322973,0,0,0
8187,52370322974,0,0,0
8188,52370322975,0,0,0
8189,52370322976,0,0,0
8190,52370322977,0,0,0
8191,52370322978,0,0,0
8192,52370322979,0,0,0
8193,52370323970,0,0,0
8194,52370322981,0,0,0
8195,52370322982,0,0,0
8196,52370322983,0,0,0
8197,52370322984,0,0,0
8198,52370322985,0,0,0
8199,52370322986,0,0,0
8200,52370322987,0,0,0
8201,52370322988,0,0,0
8202,52370322989,0,0,0
8203,52370323980,0,0,0
8204,52370322991,0,0,0
8205,52370322992,0,0,0
8206,52370322993,0,0,0
8207,52370322994,0,0,0
8208,52370322995,0,0,0
8209,52370322996,0,0,0
8210,52370322997,0,0,0
8211,52370322998,0,0,0
8212,52370322999,0,0,0
8213,52370323990,0,0,0
8214,52370332901,0,0,0
8215,52370332902,0,0,0
8216,52370332903,0,0,0
8217,52370332904,0,0,0
8218,52370332905,0,0,0
8219,52370332906,0,0,0
8220,52370332907,0,0,0
8221,52370332908,0,0,0
8222,52370332909,0,0,0
8223,52370333900,0,0,0
8224,52370323911,0,0,0
8225,52370323912,0,0,0
8226,52370323913,0,0,0
8227,52370323914,0,0,0
8228,52370323915,0,0,0
8229,52370323916,0,0,0
8230,52370323917,0,0,0
8231,52370323918,0,0,0
8232,52370323919,0,0,0
8233,52370324910,0,0,0
8234,52370323921,0,0,0
8235,52370323922,0,0,0
8236,52370323923,0,0,0
8237,52370323924,0,0,0
8238,52370323925,0,0,0
8239,52370323926,0,0,0
8240,52370323927,0,0,0
8241,52370323928,0,0,0
8242,52370323929,0,0,0
8243,52370324920,0,0,0
8244,52370323931,0,0,0
8245,52370323932,0,0,0
8246,52370323933,0,0,0
8247,52370323934,0,0,0
8248,52370323935,0,0,0
8249,52370323936,0,0,0
8250,52370323937,0,0,0
8251,52370323938,0,0,0
8252,52370323939,0,0,0
8253,52370324930,0,0,0
8254,52370323941,0,0,0
8255,52370323942,0,0,0
8256,52370323943,0,0,0
8257,52370323944,0,0,0
8258,52370323945,0,0,0
8259,52370323946,0,0,0
8260,52370323947,0,0,0
8261,52370323948,0,0,0
8262,52370323949,0,0,0
8263,52370324940,0,0,0
8264,52370323951,0,0,0
8265,52370323952,0,0,0
8266,52370323953,0,0,0
8267,52370323954,0,0,0
8268,52370323955,0,0,0
8269,52370323956,0,0,0
8270,52370323957,0,0,0
8271,52370323958,0,0,0
8272,52370323959,0,0,0
8273,52370324950,0,0,0
8274,52370323961,0,0,0
8275,52370323962,0,0,0
8276,52370323963,0,0,0
8277,52370323964,0,0,0
8278,52370323965,0,0,0
8279,52370323966,0,0,0
8280,52370323967,0,0,0
8281,52370323968,0,0,0
8282,52370323969,0,0,0
8283,52370324960,0,0,0
8284,52370323971,0,0,0
8285,52370323972,0,0,0
8286,52370323973,0,0,0
8287,52370323974,0,0,0
8288,52370323975,0,0,0
8289,52370323976,0,0,0
8290,52370323977,0,0,0
8291,52370323978,0,0,0
8292,52370323979,0,0,0
8293,52370324970,0,0,0
8294,52370323981,0,0,0
8295,52370323982,0,0,0
8296,52370323983,0,0,0
8297,52370323984,0,0,0
8298,52370323985,0,0,0
8299,52370323986,0,0,0
8300,52370323987,0,0,0
8301,52370323988,0,0,0
8302,52370323989,0,0,0
8303,52370324980,0,0,0
8304,52370323991,0,0,0
8305,52370323992,0,0,0
8306,52370323993,0,0,0
8307,52370323994,0,0,0
8308,52370323995,0,0,0
8309,52370323996,0,0,0
8310,52370323997,0,0,0
8311,52370323998,0,0,0
8312,52370323999,0,0,0
8313,52370324990,0,0,0
8314,52370333901,0,0,0
8315,52370333902,0,0,0
8316,52370333903,0,0,0
8317,52370333904,0,0,0
8318,52370333905,0,0,0
8319,52370333906,0,0,0
8320,52370333907,0,0,0
8321,52370333908,0,0,0
8322,52370333909,0,0,0
8323,52370334900,0,0,0
8324,52370324911,0,0,0
8325,52370324912,0,0,0
8326,52370324913,0,0,0
8327,52370324914,0,0,0
8328,52370324915,0,0,0
8329,52370324916,0,0,0
8330,52370324917,0,0,0
8331,52370324918,0,0,0
8332,52370324919,0,0,0
8333,52370325910,0,0,0
8334,52370324921,0,0,0
8335,52370324922,0,0,0
8336,52370324923,0,0,0
8337,52370324924,0,0,0
8338,52370324925,0,0,0
8339,52370324926,0,0,0
8340,52370324927,0,0,0
8341,52370324928,0,0,0
8342,52370324929,0,0,0
8343,52370325920,0,0,0
8344,52370324931,0,0,0
8345,52370324932,0,0,0
8346,52370324933,0,0,0
8347,52370324934,0,0,0
8348,52370324935,0,0,0
8349,52370324936,0,0,0
8350,52370324937,0,0,0
8351,52370324938,0,0,0
8352,52370324939,0,0,0
8353,52370325930,0,0,0
8354,52370324941,0,0,0
8355,52370324942,0,0,0
8356,52370324943,0,0,0
8357,52370324944,0,0,0
8358,52370324945,0,0,0
8359,52370324946,0,0,0
8360,52370324947,0,0,0
8361,52370324948,0,0,0
8362,52370324949,0,0,0
8363,52370325940,0,0,0
8364,52370324951,0,0,0
8365,52370324952,0,0,0
8366,52370324953,0,0,0
8367,52370324954,0,0,0
8368,52370324955,0,0,0
8369,52370324956,0,0,0
8370,52370324957,0,0,0
8371,52370324958,0,0,0
8372,52370324959,0,0,0
8373,52370325950,0,0,0
8374,52370324961,0,0,0
8375,52370324962,0,0,0
8376,52370324963,0,0,0
8377,52370324964,0,0,0
8378,52370324965,0,0,0
8379,52370324966,0,0,0
8380,52370324967,0,0,0
8381,52370324968,0,0,0
8382,52370324969,0,0,0
8383,52370325960,0,0,0
8384,52370324971,0,0,0
8385,52370324972,0,0,0
8386,52370324973,0,0,0
8387,52370324974,0,0,0
8388,52370324975,0,0,0
8389,52370324976,0,0,0
8390,52370324977,0,0,0
8391,52370324978,0,0,0
8392,52370324979,0,0,0
8393,52370325970,0,0,0
8394,52370324981,0,0,0
8395,52370324982,0,0,0
8396,52370324983,0,0,0
8397,52370324984,0,0,0
8398,52370324985,0,0,0
8399,52370324986,0,0,0
8400,52370324987,0,0,0
8401,52370324988,0,0,0
8402,52370324989,0,0,0
8403,52370325980,0,0,0
8404,52370324991,0,0,0
8405,52370324992,0,0,0
8406,52370324993,0,0,0
8407,52370324994,0,0,0
8408,52370324995,0,0,0
8409,52370324996,0,0,0
8410,52370324997,0,0,0
8411,52370324998,0,0,0
8412,52370324999,0,0,0
8413,52370325990,0,0,0
8414,52370334901,0,0,0
8415,52370334902,0,0,0
8416,52370334903,0,0,0
8417,52370334904,0,0,0
8418,52370334905,0,0,0
8419,52370334906,0,0,0
8420,52370334907,0,0,0
8421,52370334908,0,0,0
8422,52370334909,0,0,0
8423,52370335900,0,0,0
8424,52370325911,0,0,0
8425,52370325912,0,0,0
8426,52370325913,0,0,0
8427,52370325914,0,0,0
8428,52370325915,0,0,0
8429,52370325916,0,0,0
8430,52370325917,0,0,0
8431,52370325918,0,0,0
8432,52370325919,0,0,0
8433,52370326910,0,0,0
8434,52370325921,0,0,0
8435,52370325922,0,0,0
8436,52370325923,0,0,0
8437,52370325924,0,0,0
8438,52370325925,0,0,0
8439,52370325926,0,0,0
8440,52370325927,0,0,0
8441,52370325928,0,0,0
8442,52370325929,0,0,0
8443,52370326920,0,0,0
8444,52370325931,0,0,0
8445,52370325932,0,0,0
8446,52370325933,0,0,0
8447,52370325934,0,0,0
8448,52370325935,0,0,0
8449,52370325936,0,0,0
8450,52370325937,0,0,0
8451,52370325938,0,0,0
8452,52370325939,0,0,0
8453,52370326930,0,0,0
8454,52370325941,0,0,0
8455,52370325942,0,0,0
8456,52370325943,0,0,0
8457,52370325944,0,0,0
8458,52370325945,0,0,0
8459,52370325946,0,0,0
8460,52370325947,0,0,0
8461,52370325948,0,0,0
8462,52370325949,0,0,0
8463,52370326940,0,0,0
8464,52370325951,0,0,0
8465,52370325952,0,0,0
8466,52370325953,0,0,0
8467,52370325954,0,0,0
8468,52370325955,0,0,0
8469,52370325956,0,0,0
8470,52370325957,0,0,0
8471,52370325958,0,0,0
8472,52370325959,0,0,0
8473,52370326950,0,0,0
8474,52370325961,0,0,0
8475,52370325962,0,0,0
8476,52370325963,0,0,0
8477,52370325964,0,0,0
8478,52370325965,0,0,0
8479,52370325966,0,0,0
8480,52370325967,0,0,0
8481,52370325968,0,0,0
8482,52370325969,0,0,0
8483,52370326960,0,0,0
8484,52370325971,0,0,0
8485,52370325972,0,0,0
8486,52370325973,0,0,0
8487,52370325974,0,0,0
8488,52370325975,0,0,0
8489,52370325976,0,0,0
8490,52370325977,0,0,0
8491,52370325978,0,0,0
8492,52370325979,0,0,0
8493,52370326970,0,0,0
8494,52370325981,0,0,0
8495,52370325982,0,0,0
8496,52370325983,0,0,0
8497,52370325984,0,0,0
8498,52370325985,0,0,0
8499,52370325986,0,0,0
8500,52370325987,0,0,0
8501,52370325988,0,0,0
8502,52370325989,0,0,0
8503,52370326980,0,0,0
8504,52370325991,0,0,0
8505,52370325992,0,0,0
8506,52370325993,0,0,0
8507,52370325994,0,0,0
8508,52370325995,0,0,0
8509,52370325996,0,0,0
8510,52370325997,0,0,0
8511,52370325998,0,0,0
8512,52370325999,0,0,0
8513,52370326990,0,0,0
8514,52370335901,0,0,0
8515,52370335902,0,0,0
8516,52370335903,0,0,0
8517,52370335904,0,0,0
8518,52370335905,0,0,0
8519,52370335906,0,0,0
8520,52370335907,0,0,0
8521,52370335908,0,0,0
8522,52370335909,0,0,0
8523,52370336900,0,0,0
8524,52370326911,0,0,0
8525,52370326912,0,0,0
8526,52370326913,0,0,0
8527,52370326914,0,0,0
8528,52370326915,0,0,0
8529,52370326916,0,0,0
8530,52370326917,0,0,0
8531,52370326918,0,0,0
8532,52370326919,0,0,0
8533,52370327910,0,0,0
8534,52370326921,0,0,0
8535,52370326922,0,0,0
8536,52370326923,0,0,0
8537,52370326924,0,0,0
8538,52370326925,0,0,0
8539,52370326926,0,0,0
8540,52370326927,0,0,0
8541,52370326928,0,0,0
8542,52370326929,0,0,0
8543,52370327920,0,0,0
8544,52370326931,0,0,0
8545,52370326932,0,0,0
8546,52370326933,0,0,0
8547,52370326934,0,0,0
8548,52370326935,0,0,0
8549,52370326936,0,0,0
8550,52370326937,0,0,0
8551,52370326938,0,0,0
8552,52370326939,0,0,0
8553,52370327930,0,0,0
8554,52370326941,0,0,0
8555,52370326942,0,0,0
8556,52370326943,0,0,0
8557,52370326944,0,0,0
8558,52370326945,0,0,0
8559,52370326946,0,0,0
8560,52370326947,0,0,0
8561,52370326948,0,0,0
8562,52370326949,0,0,0
8563,52370327940,0,0,0
8564,52370326951,0,0,0
8565,52370326952,0,0,0
8566,52370326953,0,0,0
8567,52370326954,0,0,0
8568,52370326955,0,0,0
8569,52370326956,0,0,0
8570,52370326957,0,0,0
8571,52370326958,0,0,0
8572,52370326959,0,0,0
8573,52370327950,0,0,0
8574,52370326961,0,0,0
8575,52370326962,0,0,0
8576,52370326963,0,0,0
8577,52370326964,0,0,0
8578,52370326965,0,0,0
8579,52370326966,0,0,0
