fid,ID,NL,NS,NM
511,51377298920,0,0,0
512,51377297930,0,0,0
513,51377297931,0,0,0
514,51377297932,0,0,0
515,51377297933,0,0,0
516,51377297934,0,0,0
517,51377297935,0,0,0
518,51377297936,0,0,0
519,51377297937,0,0,0
520,51377297938,0,0,0
521,51377297939,0,0,0
522,51377298930,0,0,0
523,51377297941,0,0,0
524,51377297942,0,0,0
525,51377297943,0,0,0
526,51377297944,0,0,0
527,51377297945,0,0,0
528,51377297946,0,0,0
529,51377297947,0,0,0
530,51377297948,0,0,0
531,51377297949,0,0,0
532,51377298940,0,0,0
533,51377297951,0,0,0
534,51377297952,0,0,0
535,51377297953,0,0,0
536,51377297954,0,0,0
537,51377297955,0,0,0
538,51377297956,0,0,0
539,51377297957,0,0,0
540,51377297958,0,0,0
541,51377297959,0,0,0
542,51377298950,0,0,0
543,51377297961,0,0,0
544,51377297962,0,0,0
545,51377297963,0,0,0
546,51377297964,0,0,0
547,51377297965,0,0,0
548,51377297966,0,0,0
549,51377297967,0,0,0
550,51377297968,0,0,0
551,51377297969,0,0,0
552,51377298960,0,0,0
553,51377297971,0,0,0
554,51377297972,0,0,0
555,51377297973,0,0,0
556,51377297974,0,0,0
557,51377297975,0,0,0
558,51377297976,0,0,0
559,51377297977,0,0,0
560,51377297978,0,0,0
561,51377297979,0,0,0
562,51377298970,0,0,0
563,51377297981,0,0,0
564,51377297982,0,0,0
565,51377297983,0,0,0
566,51377297984,0,0,0
567,51377297985,0,0,0
568,51377297986,0,0,0
569,51377297987,0,0,0
570,51377297988,0,0,0
571,51377297989,0,0,0
572,51377298980,0,0,0
573,51377297991,0,0,0
574,51377297992,0,0,0
575,51377297993,0,0,0
576,51377297994,0,0,0
577,51377297995,0,0,0
578,51377297996,0,0,0
579,51377297997,0,0,0
580,51377297998,0,0,0
581,51377297999,0,0,0
582,51377298990,0,0,0
583,52370207901,0,0,0
584,52370207902,0,0,0
585,52370207903,0,0,0
586,52370207904,0,0,0
587,52370207905,0,0,0
588,52370207906,0,0,0
589,52370207907,0,0,0
590,52370207908,0,0,0
591,52370207909,0,0,0
592,52370208900,0,0,0
593,51377298911,0,0,0
594,51377298912,0,0,0
595,51377298913,0,0,0
596,51377298914,0,0,0
597,51377298915,0,0,0
598,51377298916,0,0,0
599,51377298917,0,0,0
600,51377298918,0,0,0
601,51377298919,0,0,0
602,51377299910,0,0,0
603,51377298921,0,0,0
604,51377298922,0,0,0
605,51377298923,0,0,0
606,51377298924,0,0,0
607,51377298925,0,0,0
608,51377298926,0,0,0
609,51377298927,0,0,0
610,51377298928,0,0,0
611,51377298929,0,0,0
612,51377299920,0,0,0
613,51377298931,0,0,0
614,51377298932,0,0,0
615,51377298933,0,0,0
616,51377298934,0,0,0
617,51377298935,0,0,0
618,51377298936,0,0,0
619,51377298937,0,0,0
620,51377298938,0,0,0
621,51377298939,0,0,0
622,51377299930,0,0,0
623,51377298941,0,0,0
624,51377298942,0,0,0
625,51377298943,0,0,0
626,51377298944,0,0,0
627,51377298945,0,0,0
628,51377298946,0,0,0
629,51377298947,0,0,0
630,51377298948,0,0,0
631,51377298949,0,0,0
632,51377299940,0,0,0
633,51377298951,0,0,0
634,51377298952,0,0,0
635,51377298953,0,0,0
636,51377298954,0,0,0
637,51377298955,0,0,0
638,51377298956,0,0,0
639,51377298957,0,0,0
640,51377298958,0,0,0
641,51377298959,0,0,0
642,51377299950,0,0,0
643,51377298961,0,0,0
644,51377298962,0,0,0
645,51377298963,0,0,0
646,51377298964,0,0,0
647,51377298965,0,0,0
648,51377298966,0,0,0
649,51377298967,0,0,0
650,51377298968,0,0,0
651,51377298969,0,0,0
652,51377299960,0,0,0
653,51377298971,0,0,0
654,51377298972,0,0,0
655,51377298973,0,0,0
656,51377298974,0,0,0
657,51377298975,0,0,0
658,51377298976,0,0,0
659,51377298977,0,0,0
660,51377298978,0,0,0
661,51377298979,0,0,0
662,51377299970,0,0,0
663,51377298981,0,0,0
664,51377298982,0,0,0
665,51377298983,0,0,0
666,51377298984,0,0,0
667,51377298985,0,0,0
668,51377298986,0,0,0
669,51377298987,0,0,0
670,51377298988,0,0,0
671,51377298989,0,0,0
672,51377299980,0,0,0
673,51377298991,0,0,0
674,51377298992,0,0,0
675,51377298993,0,0,0
676,51377298994,0,0,0
677,51377298995,0,0,0
678,51377298996,0,0,0
679,51377298997,0,0,0
680,51377298998,0,0,0
681,51377298999,0,0,0
682,51377299990,0,0,0
683,52370208901,0,0,0
684,52370208902,0,0,0
685,52370208903,0,0,0
686,52370208904,0,0,0
687,52370208905,0,0,0
688,52370208906,0,0,0
689,52370208907,0,0,0
690,52370208908,0,0,0
691,52370208909,0,0,0
692,52370209900,0,0,0
693,51377299911,0,0,0
694,51377299912,0,0,0
695,51377299913,0,0,0
696,51377299914,0,0,0
697,51377299915,0,0,0
698,51377299916,0,0,0
699,51377299917,0,0,0
700,51377299918,0,0,0
701,51377299919,0,0,0
702,51377390910,0,0,0
703,51377299921,0,0,0
704,51377299922,0,0,0
705,51377299923,0,0,0
706,51377299924,0,0,0
707,51377299925,0,0,0
708,51377299926,0,0,0
709,51377299927,0,0,0
710,51377299928,0,0,0
711,51377299929,0,0,0
712,51377390920,0,0,0
713,51377299931,0,0,0
714,51377299932,0,0,0
715,51377299933,0,0,0
716,51377299934,0,0,0
717,51377299935,0,0,0
718,51377299936,0,0,0
719,51377299937,0,0,0
720,51377299938,0,0,0
721,51377299939,0,0,0
722,51377390930,0,0,0
723,51377299941,0,0,0
724,51377299942,0,0,0
725,51377299943,0,0,0
726,51377299944,0,0,0
727,51377299945,0,0,0
728,51377299946,0,0,0
729,51377299947,0,0,0
730,51377299948,0,0,0
731,51377299949,0,0,0
732,51377390940,0,0,0
733,51377299951,0,0,0
734,51377299952,0,0,0
735,51377299953,0,0,0
736,51377299954,0,0,0
737,51377299955,0,0,0
738,51377299956,0,0,0
739,51377299957,0,0,0
740,51377299958,0,0,0
741,51377299959,0,0,0
742,51377390950,0,0,0
743,51377299961,0,0,0
744,51377299962,0,0,0
745,51377299963,0,0,0
746,51377299964,0,0,0
747,51377299965,0,0,0
748,51377299966,0,0,0
749,51377299967,0,0,0
750,51377299968,0,0,0
751,51377299969,0,0,0
752,51377390960,0,0,0
753,51377299971,0,0,0
754,51377299972,0,0,0
755,51377299973,0,0,0
756,51377299974,0,0,0
757,51377299975,0,0,0
758,51377299976,0,0,0
759,51377299977,0,0,0
760,51377299978,0,0,0
761,51377299979,0,0,0
762,51377390970,0,0,0
763,51377299981,0,0,0
764,51377299982,0,0,0
765,51377299983,0,0,0
766,51377299984,0,0,0
767,51377299985,0,0,0
768,51377299986,0,0,0
769,51377299987,0,0,0
770,51377299988,0,0,0
771,51377299989,0,0,0
772,51377390980,0,0,0
773,51377299991,0,0,0
774,51377299992,0,0,0
775,51377299993,0,0,0
776,51377299994,0,0,0
777,51377299995,0,0,0
778,51377299996,0,0,0
779,51377299997,0,0,0
780,51377299998,0,0,0
781,51377299999,0,0,0
782,51377390990,0,0,0
783,52370209901,0,0,0
784,52370209902,0,0,0
785,52370209903,0,0,0
786,52370209904,0,0,0
787,52370209905,0,0,0
788,52370209906,0,0,0
789,52370209907,0,0,0
790,52370209908,0,0,0
791,52370209909,0,0,0
792,52370300900,0,0,0
793,51377380951,0,0,0
794,51377380961,0,0,0
795,51377380962,0,0,0
796,51377380971,0,0,0
797,51377380972,0,0,0
798,51377380963,0,0,0
799,51377380973,0,0,0
800,51377380964,0,0,0
801,51377380974,0,0,0
802,51377380975,0,0,0
803,51377380981,0,0,0
804,51377380982,0,0,0
805,51377380983,0,0,0
806,51377380984,0,0,0
807,51377380985,0,0,0
808,51377380976,0,0,0
809,51377380986,0,0,0
810,51377380977,0,0,0
811,51377380987,0,0,0
812,51377380988,0,0,0
813,51377380991,0,0,0
814,51377380992,0,0,0
815,51377380993,0,0,0
816,51377380994,0,0,0
817,51377380995,0,0,0
818,51377380996,0,0,0
819,51377380997,0,0,0
820,51377380998,0,0,0
821,51377380989,0,0,0
822,51377380999,0,0,0
823,51377381980,0,0,0
824,51377381990,0,0,0
825,51377390901,0,0,0
826,51377390902,0,0,0
827,51377390903,0,0,0
828,51377390904,0,0,0
829,51377390905,0,0,0
830,51377390906,0,0,0
831,51377390907,0,0,0
832,51377390908,0,0,0
833,51377390909,0,0,0
834,51377391900,0,0,0
835,51377381991,0,0,0
836,51377391901,0,0,0
837,51377381992,0,0,0
838,51377391902,0,0,0
839,51377381993,0,0,0
840,51377391903,0,0,0
841,51377391904,0,0,0
842,51377390911,0,0,0
843,51377390912,0,0,0
844,51377390913,0,0,0
845,51377390914,0,0,0
846,51377390915,0,0,0
847,51377390916,0,0,0
848,51377390917,0,0,0
849,51377390918,0,0,0
850,51377390919,0,0,0
851,51377391910,0,0,0
852,51377390921,0,0,0
853,51377390922,0,0,0
854,51377390923,0,0,0
855,51377390924,0,0,0
856,51377390925,0,0,0
857,51377390926,0,0,0
858,51377390927,0,0,0
859,51377390928,0,0,0
860,51377390929,0,0,0
861,51377391920,0,0,0
862,51377390931,0,0,0
863,51377390932,0,0,0
864,51377390933,0,0,0
865,51377390934,0,0,0
866,51377390935,0,0,0
867,51377390936,0,0,0
868,51377390937,0,0,0
869,51377390938,0,0,0
870,51377390939,0,0,0
871,51377391930,0,0,0
872,51377390941,0,0,0
873,51377390942,0,0,0
874,51377390943,0,0,0
875,51377390944,0,0,0
876,51377390945,0,0,0
877,51377390946,0,0,0
878,51377390947,0,0,0
879,51377390948,0,0,0
880,51377390949,0,0,0
881,51377391940,0,0,0
882,51377390951,0,0,0
883,51377390952,0,0,0
884,51377390953,0,0,0
885,51377390954,0,0,0
886,51377390955,0,0,0
887,51377390956,0,0,0
888,51377390957,0,0,0
889,51377390958,0,0,0
890,51377390959,0,0,0
891,51377391950,0,0,0
892,51377390961,0,0,0
893,51377390962,0,0,0
894,51377390963,0,0,0
895,51377390964,0,0,0
896,51377390965,0,0,0
897,51377390966,0,0,0
898,51377390967,0,0,0
899,51377390968,0,0,0
900,51377390969,0,0,0
901,51377391960,0,0,0
902,51377390971,0,0,0
903,51377390972,0,0,0
904,51377390973,0,0,0
905,51377390974,0,0,0
906,51377390975,0,0,0
907,51377390976,0,0,0
908,51377390977,0,0,0
909,51377390978,0,0,0
910,51377390979,0,0,0
911,51377391970,0,0,0
912,51377390981,0,0,0
913,51377390982,0,0,0
914,51377390983,0,0,0
915,51377390984,0,0,0
916,51377390985,0,0,0
917,51377390986,0,0,0
918,51377390987,0,0,0
919,51377390988,0,0,0
920,51377390989,0,0,0
921,51377391980,0,0,0
922,51377390991,0,0,0
923,51377390992,0,0,0
924,51377390993,0,0,0
925,51377390994,0,0,0
926,51377390995,0,0,0
927,51377390996,0,0,0
928,51377390997,0,0,0
929,51377390998,0,0,0
930,51377390999,0,0,0
931,51377391990,0,0,0
932,52370300901,0,0,0
933,52370300902,0,0,0
934,52370300903,0,0,0
935,52370300904,0,0,0
936,52370300905,0,0,0
937,52370300906,0,0,0
938,52370300907,0,0,0
939,52370300908,0,0,0
940,52370300909,0,0,0
941,52370301900,0,0,0
942,51377391911,0,0,0
943,51377391912,0,0,0
944,51377391913,0,0,0
945,51377391914,0,0,0
946,51377391905,0,0,0
947,51377391915,0,0,0
948,51377391906,0,0,0
949,51377391916,0,0,0
950,51377391917,0,0,0
951,51377391921,0,0,0
952,51377391922,0,0,0
953,51377391923,0,0,0
954,51377391924,0,0,0
955,51377391925,0,0,0
956,51377391926,0,0,0
957,51377391927,0,0,0
958,51377391918,0,0,0
959,51377391928,0,0,0
960,51377391919,0,0,0
961,51377391929,0,0,0
962,51377392910,0,0,0
963,51377392920,0,0,0
964,51377391931,0,0,0
965,51377391932,0,0,0
966,51377391933,0,0,0
967,51377391934,0,0,0
968,51377391935,0,0,0
969,51377391936,0,0,0
970,51377391937,0,0,0
971,51377391938,0,0,0
972,51377391939,0,0,0
973,51377392930,0,0,0
974,51377391941,0,0,0
975,51377391942,0,0,0
976,51377391943,0,0,0
977,51377391944,0,0,0
978,51377391945,0,0,0
979,51377391946,0,0,0
980,51377391947,0,0,0
981,51377391948,0,0,0
982,51377391949,0,0,0
983,51377392940,0,0,0
984,51377391951,0,0,0
985,51377391952,0,0,0
986,51377391953,0,0,0
987,51377391954,0,0,0
988,51377391955,0,0,0
989,51377391956,0,0,0
990,51377391957,0,0,0
991,51377391958,0,0,0
992,51377391959,0,0,0
993,51377392950,0,0,0
994,51377391961,0,0,0
995,51377391962,0,0,0
996,51377391963,0,0,0
997,51377391964,0,0,0
998,51377391965,0,0,0
999,51377391966,0,0,0
1000,51377391967,0,0,0
1001,51377391968,0,0,0
1002,51377391969,0,0,0
1003,51377392960,0,0,0
1004,51377391971,0,0,0
1005,51377391972,0,0,0
1006,51377391973,0,0,0
1007,51377391974,0,0,0
1008,51377391975,0,0,0
1009,51377391976,0,0,0
1010,51377391977,0,0,0
1011,51377391978,0,0,0
1012,51377391979,0,0,0
1013,51377392970,0,0,0
1014,51377391981,0,0,0
1015,51377391982,0,0,0
1016,51377391983,0,0,0
1017,51377391984,0,0,0
1018,51377391985,0,0,0
1019,51377391986,0,0,0
1020,51377391987,0,0,0
1021,51377391988,0,0,0
1022,51377391989,0,0,0
1023,51377392980,0,0,0
1024,51377391991,0,0,0
1025,51377391992,0,0,0
1026,51377391993,0,0,0
1027,51377391994,0,0,0
1028,51377391995,0,0,0
1029,51377391996,0,0,0
1030,51377391997,0,0,0
1031,51377391998,0,0,0
1032,51377391999,0,0,0
1033,51377392990,0,0,0
1034,52370301901,0,0,0
1035,52370301902,0,0,0
1036,52370301903,0,0,0
1037,52370301904,0,0,0
1038,52370301905,0,0,0
1039,52370301906,0,0,0
1040,52370301907,0,0,0
1041,52370301908,0,0,0
1042,52370301909,0,0,0
1043,52370302900,0,0,0
1044,51377392921,0,0,0
1045,51377392931,0,0,0
1046,51377392922,0,0,0
1047,51377392932,0,0,0
1048,51377392923,0,0,0
1049,51377392933,0,0,0
1050,51377392934,0,0,0
1051,51377392941,0,0,0
1052,51377392942,0,0,0
1053,51377392943,0,0,0
1054,51377392944,0,0,0
1055,51377392935,0,0,0
1056,51377392945,0,0,0
1057,51377392936,0,0,0
1058,51377392946,0,0,0
1059,51377392947,0,0,0
1060,51377392951,0,0,0
1061,51377392952,0,0,0
1062,51377392953,0,0,0
1063,51377392954,0,0,0
1064,51377392955,0,0,0
1065,51377392956,0,0,0
1066,51377392957,0,0,0
1067,51377392948,0,0,0
1068,51377392958,0,0,0
