fid,ID,LIVE,MAKE,SHOP,y2,p_land,mh01,mh02,mh03,mh04,mh06,mh07,ALAND
4620,52370267933,,867,,46057,48328,,,,,,,0
4621,52370267934,,,,49130,49130,,,,,,,0
4622,52370267935,,,,49933,49933,,,,,,,1
4623,52370267936,,,,50734,50734,,,,,,,1
4624,52370267937,,,,51531,51531,,,,,,,1
4625,52370267938,,,,52322,52322,,,,,,,1
4626,52370267939,,,,53103,53103,,,,,,,1
4627,52370268930,,,,53872,53872,,,,,,,1
4628,52370267941,,10581,,39424,46358,,,,,,,1
4629,52370267942,,10581,,40085,47135,,,,,,,1
4630,52370267943,,5553,,40748,47915,,,,,,,0
4631,52370267944,,,,48695,48695,,,,,,,0
4632,52370267945,,,,49475,49475,,,,,,,1
4633,52370267946,,,,50251,50251,,,,,,,1
4634,52370267947,,,,51023,51023,,,,,,,0
4635,52370267948,,,,51786,51786,,,,,,,1
4636,52370267949,,,,52538,52538,,,,,,,1
4637,52370268940,,,,53276,53276,,,,,,,1
4638,52370267951,,10593,,39095,45972,,,,,,,1
4639,52370267952,,10593,,44533,46729,,,,,,,0
4640,52370267953,,10009,,40385,47488,,,,,,,0
4641,52370267954,,701,,45980,48247,,,,,,,0
4642,52370267955,,,,49003,49003,,,,,,,0
4643,52370267956,,,,49755,49755,,,,,,,1
4644,52370267957,,,,50501,50501,,,,,,,0
4645,52370267958,,,,51237,51237,,,,,,,1
4646,52370267959,,,,51961,51961,,,,,,,1
4647,52370268950,,,,52669,52669,,,,,,,1
4648,52370267961,,10580,,38756,45572,,,,,,,1
4649,52370267962,,10580,,44134,46311,,,,,,,1
4650,52370267963,,10580,,40011,47049,,,,,,,1
4651,52370267964,,5237,,40638,47786,,,,,,,0
4652,52370267965,,,,48519,48519,,,,,,,0
4653,52370267966,,,,49247,49247,,,,,,,1
4654,52370267967,,,,49967,49967,,,,,,,1
4655,52370267968,,,,50677,50677,,,,,,,1
4656,52370267969,,,,51373,51373,,,,,,,1
4657,52370268960,,,,52053,52053,,,,,,,1
4658,52370267970,,3884,,37796,44444,,,,,,,
4659,52370267971,,10580,,38407,45162,,,,,,,1
4660,52370267972,,10580,,43725,45881,,,,,,,1
4661,52370267973,,10580,,44409,46599,,,,,,,1
4662,52370267974,,9821,,40237,47314,,,,,,,0
4663,52370267975,,529,,45768,48025,,,,,,,0
4664,52370267976,,,,48729,48729,,,,,,,1
4665,52370267977,,,,49424,49424,,,,,,,1
4666,52370267978,,,,50108,50108,,,,,,,1
4667,52370267979,,,,50778,50778,,,,,,,1
4668,52370268970,,,,51430,51430,,,,,,,1
4669,52370267980,,3673,,41972,44042,,,,,,,
4670,52370267981,,10593,,42639,44742,,,,,,,1
4671,52370267982,,10593,,43306,45441,,,,,,,1
4672,52370267983,,10593,,43970,46139,,,,,,,1
4673,52370267984,,10593,,39827,46833,,,,,,,0
4674,52370267985,,4876,,40413,47521,,,,,,,0
4675,52370267986,,,,48202,48202,,,,,,,1
4676,52370267987,,,,48873,48873,,,,,,,1
4677,52370267988,,,,49532,49532,,,,,,,1
4678,52370267989,,,,50176,50176,,,,,,,1
4679,52370268980,,,,50802,50802,,,,,,,1
4680,52370267990,,3320,,41580,43631,,,,,,,
4681,52370267991,,10580,,42230,44312,,,,,,,1
4682,52370267992,,10580,,42878,44992,,,,,,,1
4683,52370267993,,10580,,43523,45670,,,,,,,1
4684,52370267994,,10580,,44164,46342,,,,,,,1
4685,52370267995,,9786,,39977,47009,,,,,,,0
4686,52370267996,,2209,,45427,47667,,,,,,,0
4687,52370267997,,,,48315,48315,,,,,,,1
4688,52370267998,,,,48950,48950,,,,,,,1
4689,52370267999,,,,49569,49569,,,,,,,1
4690,52370268990,,,,50280,50280,,,,,,,1
4691,52370277900,,85,,41181,43212,,,,,,,
4692,52370277901,,5487,,41813,43875,,,,,,,
4693,52370277902,,10540,,42443,44536,,,,,,,
4694,52370277903,,10580,,43069,45193,,,,,,,1
4695,52370277904,,10580,,43691,45845,,,,,,,1
4696,52370277905,,10580,,39537,46491,,,,,,,1
4697,52370277906,,10187,,40078,47127,,,,,,,0
4698,52370277907,,3606,,40609,47752,,,,,,,0
4699,52370277908,,,,48363,48363,,,,,,,1
4700,52370277909,,,,49033,49033,,,,,,,1
4701,52370278900,,,,49806,49806,,,,,,,1
4702,52370268911,,,,55840,55840,,,,,,,1
4703,52370268912,,,,50543,56639,,,,,,,0
4704,52370268913,,,,57415,57415,,,,,,,1
4705,52370268914,,,,58160,58160,,,,,,,1
4706,52370268915,,,,58867,58867,,,,,,,1
4707,52370268916,,,,59527,59527,,,,,,,1
4708,52370268917,,,,60448,60448,,,,,,,1
4709,52370268918,,,,61459,61459,,,,,,,1
4710,52370268919,,,,62455,62455,,,,,,,0
4711,52370269910,,,,63425,63425,,,,,,,0
4712,52370268921,,,,55239,55239,,,,,,,1
4713,52370268922,,,,49975,56003,,,,,,,1
4714,52370268923,,,,56741,56741,,,,,,,1
4715,52370268924,,,,57447,57447,,,,,,,1
4716,52370268925,,,,58114,58114,,,,,,,1
4717,52370268926,,,,58960,58960,,,,,,,1
4718,52370268927,,,,59939,59939,,,,,,,0
4719,52370268928,,,,60905,60905,,,,,,,0
4720,52370268929,,,,61850,61850,,,,,,,1
4721,52370269920,,,,62765,62765,,,,,,,1
4722,52370268931,,,,54623,54623,,,,,,,1
4723,52370268932,,,,49394,55352,,,,,,,1
4724,52370268933,,,,56055,56055,,,,,,,1
4725,52370268934,,,,56724,56724,,,,,,,1
4726,52370268935,,,,57506,57506,,,,,,,1
4727,52370268936,,,,58455,58455,,,,,,,0
4728,52370268937,,,,59392,59392,,,,,,,0
4729,52370268938,,,,60313,60313,,,,,,,1
4730,52370268939,,,,61209,61209,,,,,,,1
4731,52370269930,,,,62070,62070,,,,,,,1
4732,52370268941,,,,53995,53995,,,,,,,1
4733,52370268942,,,,48804,54692,,,,,,,1
4734,52370268943,,,,49401,55360,,,,,,,1
4735,52370268944,,,,56086,56086,,,,,,,1
4736,52370268945,,,,57007,57007,,,,,,,0
4737,52370268946,,,,57918,57918,,,,,,,1
4738,52370268947,,,,58815,58815,,,,,,,1
4739,52370268948,,,,59692,59692,,,,,,,1
4740,52370268949,,,,60540,60540,,,,,,,1
4741,52370269940,,,,61350,61350,,,,,,,1
4742,52370268951,,,,53358,53358,,,,,,,1
4743,52370268952,,,,54023,54023,,,,,,,1
4744,52370268953,,,,48812,54701,,,,,,,1
4745,52370268954,,,,55594,55594,,,,,,,0
4746,52370268955,,,,56480,56480,,,,,,,0
4747,52370268956,,,,57354,57354,,,,,,,1
4748,52370268957,,,,58211,58211,,,,,,,1
4749,52370268958,,,,59045,59045,,,,,,,1
4750,52370268959,,,,59847,59847,,,,,,,1
4751,52370269950,,,,60609,60609,,,,,,,1
4752,52370268961,,,,52712,52712,,,,,,,1
4753,52370268962,,,,53347,53347,,,,,,,1
4754,52370268963,,,,48379,54215,,,,,,,0
4755,52370268964,,,,55077,55077,,,,,,,0
4756,52370268965,,,,55929,55929,,,,,,,1
4757,52370268966,,,,56767,56767,,,,,,,0
4758,52370268967,,,,57585,57585,,,,,,,1
4759,52370268968,,,,58376,58376,,,,,,,1
4760,52370268969,,,,59135,59135,,,,,,,1
4761,52370269960,,,,53409,59852,,,,,,,1
4762,52370268971,,,,52062,52062,,,,,,,1
4763,52370268972,,,,52871,52871,,,,,,,0
4764,52370268973,,,,47928,53710,,,,,,,0
4765,52370268974,,,,54540,54540,,,,,,,1
4766,52370268975,,,,55358,55358,,,,,,,1
4767,52370268976,,,,56160,56160,,,,,,,1
4768,52370268977,,,,56940,56940,,,,,,,1
4769,52370268978,,,,57692,57692,,,,,,,1
4770,52370268979,,,,52122,58410,,,,,,,1
4771,52370269970,,,,52724,59084,,,,,,,1
4772,52370268981,,,,51560,51560,,,,,,,1
4773,52370268982,,,,52376,52376,,,,,,,0
4774,52370268983,,,,47460,53185,,,,,,,1
4775,52370268984,,,,53985,53985,,,,,,,1
4776,52370268985,,,,54770,54770,,,,,,,1
4777,52370268986,,,,55537,55537,,,,,,,1
4778,52370268987,,,,56281,56281,,,,,,,1
4779,52370268988,,,,50860,56995,,,,,,,1
4780,52370268989,,,,51466,57674,,,,,,,1
4781,52370269980,,,,58530,58530,,,,,,,1
4782,52370268991,,,,51075,51075,,,,,,,0
4783,52370268992,,,,51864,51864,,,,,,,0
4784,52370268993,,,,46977,52644,,,,,,,1
4785,52370268994,,,,53413,53413,,,,,,,1
4786,52370268995,,,,54166,54166,,,,,,,1
4787,52370268996,,,,54900,54900,,,,,,,1
4788,52370268997,,,,49623,55609,,,,,,,1
4789,52370268998,,,,50228,56287,,,,,,,1
4790,52370268999,,,,57147,57147,,,,,,,0
4791,52370269990,,,,58191,58191,,,,,,,1
4792,52370278901,,,,50575,50575,,,,,,,0
4793,52370278902,,,,51337,51337,,,,,,,1
4794,52370278903,,,,46483,52090,,,,,,,1
4795,52370278904,,,,52829,52829,,,,,,,1
4796,52370278905,,,,53551,53551,,,,,,,1
4797,52370278906,,,,48413,54253,,,,,,,1
4798,52370278907,,,,49016,54928,,,,,,,1
4799,52370278908,,,,55807,55807,,,,,,,1
4800,52370278909,,,,56906,56906,,,,,,,1
4801,52370279900,,,,58027,58027,,,,,,,1
4802,52370269911,,,,64359,64359,,,,,,,1
4803,52370269912,,,,65238,65238,,,,,,,1
4804,52370269913,,,,58935,66044,,,,,,,1
4805,52370269914,,,,59564,66750,,,,,,,1
4806,52370269915,,,,67326,67326,,,,,,,1
4807,52370269916,,,,60449,67741,,,,,,,1
4808,52370269917,,,,60894,68240,,,,,,,1
4809,52370269918,,,,62098,69589,,,,,,,1
4810,52370269919,,,,70964,70964,,,,,,,1
4811,52370360910,,,,72366,72366,,,,,,,1
4812,52370269921,,,,63637,63637,,,,,,,1
4813,52370269922,,,,64451,64451,,,,,,,1
4814,52370269923,,,,65189,65189,,,,,,,1
4815,52370269924,,,,58741,65826,,,,,,,1
4816,52370269925,,,,59200,66341,,,,,,,1
4817,52370269926,,,,59714,66917,,,,,,,1
4818,52370269927,,,,68240,68240,,,,,,,1
4819,52370269928,,,,69589,69589,,,,,,,1
4820,52370269929,,,,70965,70965,,,,,,,1
4821,52370360920,,,,72367,72367,,,,,,,1
4822,52370269931,,,,62885,62885,,,,,,,1
4823,52370269932,,,,56788,63639,,,,,,,1
4824,52370269933,,,,57392,64315,,,,,,,1
4825,52370269934,,,,57908,64894,,,,,,,1
4826,52370269935,,,,58518,65577,,,,,,,1
4827,52370269936,,,,59669,66867,,,,,,,1
4828,52370269937,,,,68180,68180,,,,,,,1
4829,52370269938,,,,69516,69516,,,,,,,1
4830,52370269939,,,,70872,70872,,,,,,,1
4831,52370360930,,,,72244,72244,,,,,,,1
4832,52370269941,,,,62111,62111,,,,,,,1
4833,52370269942,,,,56048,62809,,,,,,,1
4834,52370269943,,,,63431,63431,,,,,,,1
4835,52370269944,,,,64184,64184,,,,,,,1
4836,52370269945,,,,65432,65432,,,,,,,1
4837,52370269946,,,,59520,66700,,,,,,,1
4838,52370269947,,,,60665,67983,,,,,,,1
4839,52370269948,1777,,,95661,95661,,,,,,,1
4840,52370269949,5087,,,97453,97453,,,,,,,1
4841,52370360940,7741,,,99222,99222,,,,,,,1
4842,52370269951,,,,54719,61320,,,,,,,1
4843,52370269952,,,,55298,61969,,,,,,,1
4844,52370269953,,,,62768,62768,,,,,,,1
4845,52370269954,,,,63973,63973,,,,,,,1
4846,52370269955,,,,65192,65192,,,,,,,1
4847,52370269956,,,,66422,66422,,,,,,,1
4848,52370269957,,,,60376,67659,,,,,,,1
4849,52370269958,5825,,,84888,95127,,,,,,,1
4850,52370269959,10593,,,96800,96800,,,,,,,1
4851,52370360950,10593,,,98401,98401,,,,,,,1
4852,52370269961,,,,54003,60517,,,,,,,1
4853,52370269962,,,,61346,61346,,,,,,,1
4854,52370269963,,,,62508,62508,,,,,,,1
4855,52370269964,,,,63681,63681,,,,,,,1
4856,52370269965,,,,64862,64862,,,,,,,1
4857,52370269966,,,,66045,66045,,,,,,,1
4858,52370269967,,,,67222,67222,,,,,,,1
4859,52370269968,6562,,,84256,94419,,,,,,,1
4860,52370269969,10580,,,85628,95957,,,,,,,1
4861,52370360960,10580,,,97382,97382,,,,,,,1
4862,52370269971,,,,59931,59931,,,,,,,1
4863,52370269972,,,,61051,61051,,,,,,,1
4864,52370269973,,,,62181,62181,,,,,,,1
4865,52370269974,,,,63316,63316,,,,,,,1
4866,52370269975,,,,64452,64452,,,,,,,1
4867,52370269976,,,,65581,65581,,,,,,,1
4868,52370269977,244,,,92090,92090,,,,,,,1
4869,52370269978,9961,,,93574,93574,,,,,,,1
4870,52370269979,10580,,,84751,94974,,,,,,,1
4871,52370360970,10580,,,85877,96236,,,,,,,1
4872,52370269981,,,,59611,59611,,,,,,,1
4873,52370269982,,,,60700,60700,,,,,,,1
4874,52370269983,,,,61793,61793,,,,,,,1
4875,52370269984,,,,62886,62886,,,,,,,1
4876,52370269985,,,,63972,63972,,,,,,,1
4877,52370269986,,,,65042,65042,,,,,,,1
4878,52370269987,3069,,,91250,91250,,,,,,,1
4879,52370269988,10593,,,92697,92697,,,,,,,1
4880,52370269989,10593,,,94343,94343,,,,,,,1
4881,52370360980,10593,,,85621,95950,,,,,,,1
4882,52370269991,,,,59242,59242,,,,,,,1
4883,52370269992,,,,60296,60296,,,,,,,1
4884,52370269993,,,,61382,61382,,,,,,,1
4885,52370269994,,,,62574,62574,,,,,,,1
4886,52370269995,,,,63785,63785,,,,,,,1
4887,52370269996,596,,,89772,89772,,,,,,,1
4888,52370269997,8468,,,91489,91489,,,,,,,1
4889,52370269998,10580,,,93222,93222,,,,,,,1
4890,52370269999,10580,,,94961,94961,,,,,,,1
4891,52370360990,10580,,,96690,96690,,,,,,,1
4892,52370279901,,,,59170,59170,,,,,,,1
4893,52370279902,,,,60334,60334,,,,,,,1
4894,52370279903,,,,61520,61520,,,,,,,1
4895,52370279904,1973,,,86617,86617,,,,,,,1
4896,52370279905,7841,,,88315,88315,,,,,,,1
4897,52370279906,9783,,,90044,90044,,,,,,,1
4898,52370279907,10580,,,91802,91802,,,,,,,1
4899,52370279908,10580,,,93588,93588,,,,,,,1
4900,52370279909,10580,,,95397,95397,,,,,,,1
4901,52370370900,10580,,,97224,97224,,,,,,,1
4902,52370275987,,121,,33381,35027,,,,,,,
4903,52370275988,,2271,,33675,35336,,,,,,,
4904,52370275996,,5241,,33075,34706,,,,,,,
4905,52370275997,,9853,,33341,34985,,,,,,,
4906,52370275998,,10579,,33495,35147,,,,,,,1
4907,52370275989,,5120,,33959,35633,,,,,,,
4908,52370275999,,10579,,33634,35293,,,,,,,1
4909,52370276980,,8018,,34232,35920,,,,,,,
4910,52370276990,,10579,,33758,35423,,,,,,,1
4911,52370275994,,1386,,32420,34019,,,,,,,
4912,52370285903,,9140,,32104,33687,,,,,,,
4913,52370285904,,10592,,32305,33898,,,,,,,1
4914,52370285905,,945,,32301,33894,,,,,,,
4915,52370285906,,5932,,32671,34282,,,,,,,
4916,52370285907,,10592,,32834,34453,,,,,,,1
4917,52370285908,,10592,,32983,34610,,,,,,,1
4918,52370285909,,10592,,33118,34751,,,,,,,0
4919,52370286900,,10592,,33237,34876,,,,,,,1
4920,52370276912,,,,40326,40326,,,,,,,
4921,52370276922,,,,39701,39701,,,,,,,
4922,52370276948,,649,,38058,39935,,,,,,,
4923,52370276949,,3366,,38728,40637,,,,,,,
4924,52370276957,,8206,,37394,39239,,,,,,,
4925,52370276958,,10426,,37985,39858,,,,,,,
4926,52370276959,,10579,,38540,40441,,,,,,,1
4927,52370277940,,6253,,39403,41346,,,,,,,
4928,52370277950,,10579,,39093,41021,,,,,,,1
4929,52370276954,,184,,35798,37563,,,,,,,
4930,52370276955,,2465,,36088,37868,,,,,,,
4931,52370276963,,6724,,35580,37335,,,,,,,
4932,52370276964,,9991,,35743,37506,,,,,,,
4933,52370276965,,10579,,35955,37728,,,,,,,1
4934,52370276956,,5336,,36738,38549,,,,,,,
4935,52370276966,,10579,,36499,38299,,,,,,,1
4936,52370276967,,10579,,37043,38869,,,,,,,1
4937,52370276968,,10579,,37585,39439,,,,,,,1
4938,52370276969,,10579,,38125,40005,,,,,,,1
4939,52370277960,,10579,,38663,40569,,,,,,,1
4940,52370276972,,3257,,34736,36449,,,,,,,
4941,52370276973,,9509,,35121,36853,,,,,,,
4942,52370276974,,10592,,35185,36920,,,,,,,1
4943,52370276975,,10592,,35593,37348,,,,,,,1
4944,52370276976,,10592,,36124,37905,,,,,,,1
4945,52370276977,,10592,,36653,38461,,,,,,,1
4946,52370276978,,10592,,37182,39015,,,,,,,1
4947,52370276979,,10592,,37707,39567,,,,,,,1
4948,52370277970,,10592,,38230,40115,,,,,,,1
4949,52370276971,,559,,34491,36192,,,,,,,
4950,52370276981,,10369,,34399,36096,,,,,,,
4951,52370276982,,10579,,34495,36196,,,,,,,1
4952,52370276983,,10579,,34573,36278,,,,,,,1
4953,52370276984,,10579,,34709,36420,,,,,,,1
4954,52370276985,,10579,,35227,36964,,,,,,,1
4955,52370276986,,10579,,35744,37507,,,,,,,1
4956,52370276987,,10579,,36261,38049,,,,,,,0
4957,52370276988,,10579,,36775,38588,,,,,,,1
4958,52370276989,,10579,,37286,39125,,,,,,,1
4959,52370277980,,10579,,37794,39658,,,,,,,1
4960,52370276991,,10579,,33866,35536,,,,,,,1
4961,52370276992,,10579,,33958,35633,,,,,,,1
4962,52370276993,,10579,,34034,35712,,,,,,,0
4963,52370276994,,10579,,34353,36047,,,,,,,1
4964,52370276995,,10579,,34858,36577,,,,,,,1
4965,52370276996,,10579,,35363,37107,,,,,,,1
4966,52370276997,,10579,,35866,37634,,,,,,,1
4967,52370276998,,10579,,36367,38160,,,,,,,1
4968,52370276999,,10579,,36864,38682,,,,,,,1
4969,52370277990,,10579,,37357,39200,,,,,,,0
4970,52370286901,,10592,,33342,34986,,,,,,,1
4971,52370286902,,10592,,33430,35079,,,,,,,1
4972,52370286903,,10592,,33503,35155,,,,,,,1
4973,52370286904,,10592,,33994,35670,,,,,,,1
4974,52370286905,,10592,,34487,36187,,,,,,,1
4975,52370286906,,10592,,34979,36704,,,,,,,1
4976,52370286907,,10592,,35469,37218,,,,,,,0
4977,52370286908,,10592,,35956,37729,,,,,,,0
4978,52370286909,,10592,,36440,38237,,,,,,,0
4979,52370287900,,10592,,37044,38871,,,,,,,0
4980,52370277912,,3474,,42001,44072,,,,,,,
4981,52370277913,,10106,,42609,44710,,,,,,,
4982,52370277914,,10337,,43211,45342,,,,,,,
4983,52370277915,,3753,,43807,45967,,,,,,,
4984,52370277916,,9413,,44392,46582,,,,,,,
4985,52370277917,,10571,,40127,47185,,,,,,,0
4986,52370277918,,5736,,40664,47816,,,,,,,
4987,52370277919,,,,48570,48570,,,,,,,
4988,52370278910,,,,49319,49319,,,,,,,
4989,52370277923,,1887,,42143,44221,,,,,,,
4990,52370277924,,4555,,42628,44730,,,,,,,
4991,52370277926,,949,,43868,46032,,,,,,,
4992,52370277927,,6863,,44438,46629,,,,,,,
4993,52370277928,,2144,,40116,47172,,,,,,,
4994,52370277929,,,,48094,48094,,,,,,,
4995,52370278920,,,,48820,48820,,,,,,,
4996,52370278930,,,,48160,48160,,,,,,,
4997,52370277941,,4983,,39712,41670,,,,,,,
4998,52370277951,,10579,,39642,41596,,,,,,,1
4999,52370277942,,217,,39779,41741,,,,,,,
5000,52370277952,,8748,,39970,41941,,,,,,,
5001,52370277953,,2416,,40167,42147,,,,,,,
5002,52370277949,,,,47031,47031,,,,,,,
5003,52370277958,,,,45850,45850,,,,,,,
5004,52370277959,,,,46765,46765,,,,,,,
5005,52370278940,,,,47793,47793,,,,,,,
5006,52370278950,,,,47686,47686,,,,,,,1
5007,52370277961,,10579,,39196,41129,,,,,,,1
5008,52370277962,,10579,,39723,41682,,,,,,,1
5009,52370277963,,10510,,40199,42182,,,,,,,
5010,52370277964,,6311,,40530,42529,,,,,,,
5011,52370277968,,,,45795,45795,,,,,,,
5012,52370277969,,,,46695,46695,,,,,,,1
5013,52370278960,,,,47612,47612,,,,,,,1
5014,52370277971,,10592,,38747,40658,,,,,,,0
5015,52370277972,,10592,,39259,41195,,,,,,,1
5016,52370277973,,10592,,39803,41766,,,,,,,1
5017,52370277974,,10592,,40417,42410,,,,,,,1
5018,52370277965,,682,,40694,42700,,,,,,,
5019,52370277975,,9610,,41068,43093,,,,,,,
5020,52370277976,,3693,,41813,43875,,,,,,,
5021,52370277977,,12,,41857,43922,,,,,,,
5022,52370277978,,,,45708,45708,,,,,,,
5023,52370277979,,,,46603,46603,,,,,,,0
5024,52370278970,,,,47514,47514,,,,,,,1
5025,52370277981,,10579,,38297,40185,,,,,,,1
5026,52370277982,,10579,,38814,40729,,,,,,,1
5027,52370277983,,10579,,39450,41396,,,,,,,1
5028,52370277984,,10579,,40222,42206,,,,,,,0
5029,52370277985,,10579,,41008,43031,,,,,,,0
5030,52370277986,,10579,,41809,43871,,,,,,,0
5031,52370277987,,7181,,42622,44724,,,,,,,
5032,52370277988,,,,45600,45600,,,,,,,0
5033,52370277989,,,,46488,46488,,,,,,,0
5034,52370278980,,,,42291,47392,,,,,,,0
5035,52370277991,,10579,,37864,39731,,,,,,,0
5036,52370277992,,10579,,38603,40507,,,,,,,0
5037,52370277993,,10579,,39356,41297,,,,,,,0
5038,52370277994,,10579,,40123,42101,,,,,,,0
5039,52370277995,,10579,,40904,42921,1,,,,,,1
5040,52370277996,,10579,,41699,43755,,,,,,,0
5041,52370277997,,8463,,42509,44605,,,,,,,1
5042,52370277998,,597,,43333,45470,,,,,,,0
5043,52370277999,,,,46351,46351,,,,,,,0
5044,52370278990,,,,42162,47247,,,,,,,1
5045,52370287901,,10592,,37765,39627,1,,,,,,1
5046,52370287902,,10592,,38499,40397,1,,,,,,1
5047,52370287903,,10592,,39246,41182,1,,,,,,1
5048,52370287904,,10592,,40007,41980,1,,,,,,1
5049,52370287905,,10592,,40782,42793,1,,,,,,1
5050,52370287906,,10592,,41571,43621,1,,,,,,1
5051,52370287907,,10592,,42374,44464,1,,,,,,1
5052,52370287908,,9963,,43191,45321,,,,,,,0
5053,52370287909,,4460,,39283,46193,,,,,,,1
5054,52370288900,,,,42012,47080,,,,,,,0
5055,52370278911,,,,50063,50063,,,,,,,0
5056,52370278912,,,,50799,50799,,,,,,,1
5057,52370278913,,,,45977,51523,,,,,,,1
5058,52370278914,,,,52234,52234,,,,,,,1
5059,52370278915,,,,47229,52926,,,,,,,1
5060,52370278916,,,,47927,53708,,,,,,,1
5061,52370278917,,,,54769,54769,,,,,,,1
5062,52370278918,,,,55851,55851,,,,,,,1
5063,52370278919,,,,56955,56955,,,,,,,1
5064,52370279910,,,,58080,58080,,,,,,,1
5065,52370278921,,,,44207,49539,,,,,,,
5066,52370278922,,,,44840,50249,,,,,,,1
5067,52370278923,,,,45463,50947,,,,,,,0
5068,52370278924,,,,46091,51651,,,,,,,0
5069,52370278925,,,,47002,52672,,,,,,,1
5070,52370278926,,,,53713,53713,,,,,,,1
5071,52370278927,,,,54775,54775,,,,,,,1
5072,52370278928,,,,55857,55857,,,,,,,1
5073,52370278929,,,,56961,56961,,,,,,,1
5074,52370279920,,,,58087,58087,,,,,,,1
5075,52370278931,,,,49006,49006,,,,,,,
5076,52370278932,,,,49691,49691,,,,,,,1
5077,52370278933,,,,45195,50647,,,,,,,0
5078,52370278934,,,,51648,51648,,,,,,,1
5079,52370278935,,,,52668,52668,,,,,,,1
5080,52370278936,,,,53709,53709,,,,,,,1
5081,52370278937,,,,54770,54770,,,,,,,1
5082,52370278938,,,,55853,55853,,,,,,,1
5083,52370278939,,,,56956,56956,,,,,,,1
5084,52370279930,,,,58082,58082,,,,,,,1
5085,52370278941,,,,48677,48677,,,,,,,1
5086,52370278942,,,,49638,49638,,,,,,,1
5087,52370278943,,,,45169,50618,,,,,,,0
5088,52370278944,,,,51616,51616,,,,,,,1
5089,52370278945,,,,52635,52635,,,,,,,1
5090,52370278946,,,,53673,53673,,,,,,,1
5091,52370278947,,,,54731,54731,,,,,,,1
5092,52370278948,,,,55810,55810,,,,,,,1
5093,52370278949,,,,56910,56910,,,,,,,1
5094,52370279940,,,,58032,58032,,,,,,,1
5095,52370278951,,,,48625,48625,,,,,,,1
5096,52370278952,,,,44245,49582,,,,,,,1
5097,52370278953,,,,45116,50558,,,,,,,1
5098,52370278954,,,,51553,51553,,,,,,,1
5099,52370278955,,,,52567,52567,,,,,,,1
5100,52370278956,,,,53600,53600,,,,,,,1
5101,52370278957,,,,54653,54653,,,,,,,1
5102,52370278958,,,,55725,55725,,,,,,,1
5103,52370278959,,,,56818,56818,,,,,,,1
5104,52370279950,,,,57931,57931,,,,,,,1
5105,52370278961,,,,48547,48547,,,,,,,1
5106,52370278962,,,,44171,49499,,,,,,,0
5107,52370278963,,,,50469,50469,,,,,,,1
5108,52370278964,,,,51458,51458,,,,,,,1
5109,52370278965,,,,52465,52465,,,,,,,1
5110,52370278966,,,,53490,53490,,,,,,,1
5111,52370278967,,,,54535,54535,,,,,,,1
5112,52370278968,,,,55598,55598,,,,,,,1
5113,52370278969,,,,56680,56680,,,,,,,1
5114,52370279960,,,,57780,57780,,,,,,,1
5115,52370278971,,,,43228,48443,,,,,,,1
5116,52370278972,,,,44072,49388,,,,,,,1
5117,52370278973,,,,50351,50351,,,,,,,1
5118,52370278974,,,,51332,51332,,,,,,,1
5119,52370278975,,,,52330,52330,,,,,,,1
5120,52370278976,,,,53345,53345,,,,,,,1
5121,52370278977,,,,54378,54378,,,,,,,1
5122,52370278978,,,,55429,55429,,,,,,,1
5123,52370278979,,,,56497,56497,,,,,,,1
5124,52370279970,,,,57582,57582,,,,,,,1
5125,52370278981,,,,43113,48313,,,,,,,0
5126,52370278982,,,,49251,49251,,,,,,,1
5127,52370278983,,,,50204,50204,,,,,,,1
5128,52370278984,,,,51175,51175,,,,,,,1
5129,52370278985,,,,52162,52162,,,,,,,1
5130,52370278986,,,,53166,53166,,,,,,,1
5131,52370278987,,,,54185,54185,,,,,,,1
5132,52370278988,,,,55221,55221,,,,,,,1
5133,52370278989,,,,56272,56272,,,,,,,1
5134,52370279980,,,,57337,57337,,,,,,,1
5135,52370278991,,,,48159,48159,,,,,,,1
5136,52370278992,,,,49087,49087,,,,,,,1
5137,52370278993,,,,50030,50030,,,,,,,1
5138,52370278994,,,,50989,50989,,,,,,,1
5139,52370278995,,,,51963,51963,,,,,,,1
5140,52370278996,,,,52953,52953,,,,,,,1
5141,52370278997,,,,53957,53957,,,,,,,1
5142,52370278998,,,,54975,54975,,,,,,,1
5143,52370278999,,,,56006,56006,,,,,,,1
5144,52370279990,,,,57050,57050,,,,,,,1
5145,52370288901,,,,47982,47982,,,,,,,1
5146,52370288902,,,,48898,48898,,,,,,,1
5147,52370288903,,,,49830,49830,,,,,,,0
5148,52370288904,,,,50775,50775,,,,,,,1
5149,52370288905,,,,51735,51735,,,,,,,1
5150,52370288906,,,,52708,52708,,,,,,,1
5151,52370288907,,,,53695,53695,,,,,,,1
5152,52370288908,,,,54693,54693,,,,,,,1
5153,52370288909,,,,55703,55703,,,,,,,1
5154,52370289900,,,,56723,56723,,,,,,,1
5155,52370279911,,,,59228,59228,,,,,,,1
5156,52370279912,,,,60398,60398,,,,,,,1
5157,52370279913,,,,61590,61590,,,,,,,1
5158,52370279914,690,,,86726,86726,,,,,,,1
5159,52370279915,9858,,,88438,88438,,,,,,,1
5160,52370279916,10593,,,90184,90184,,,,,,,1
5161,52370279917,10593,,,91964,91964,,,,,,,1
5162,52370279918,10593,,,93778,93778,,,,,,,1
5163,52370279919,10593,,,95627,95627,,,,,,,1
