fid,ID,LIVE,MAKE,SHOP,y2,p_land,mh01,mh02,mh03,mh04,mh06,mh07,ALAND
1,51377277972,,,,38876,38876,,,,,,,
2,51377277973,,,,38749,38749,,,,,,,
3,51377277982,,,,39556,39556,,,,,,,
4,51377277983,,,,39293,39293,,,,,,,0
5,51377277974,,,,38387,38387,,,,,,,
6,51377277984,,,,38919,38919,,,,,,,0
7,51377277975,,,,38013,38013,,,,,,,
8,51377277985,,,,38532,38532,,,,,,,
9,51377277986,,,,38133,38133,,,,,,,
10,51377277992,,,,40044,40044,,,,,,,
11,51377277993,,,,39841,39841,,,,,,,0
12,51377277994,,,,39453,39453,,,,,,,0
13,51377277995,,,,39053,39053,,,,,,,0
14,51377277996,,,,38641,38641,,,,,,,0
15,51377277987,,,,37724,37724,,,,,,,
16,51377277997,,,,38219,38219,,,,,,,0
17,51377277988,,,,37305,37305,,,,,,,
18,51377277998,,,,37787,37787,,,,,,,0
19,51377277989,,,,36879,36879,,,,,,,
20,51377277999,,,,37347,37347,,,,,,,
21,51377278990,,,,36900,36900,,,,,,,
22,51377287902,,,,40534,40534,,,,,,,
23,51377287903,,,,40392,40392,,,,,,,1
24,51377287904,,,,39991,39991,,,,,,,0
25,51377287905,,,,39577,39577,,,,,,,0
26,51377287906,,,,39151,39151,,,,,,,0
27,51377287907,,,,38715,38715,,,,,,,0
28,51377287908,,,,38270,38270,,,,,,,0
29,51377287909,,,,37817,37817,,,,,,,0
30,51377288900,,,,37356,37356,,,,,,,0
31,51377278991,,,,36446,36446,,,,,,,
32,51377288901,,,,36889,36889,,,,,,,0
33,51377278992,,,,35987,35987,,,,,,,
34,51377288902,,,,36417,36417,,,,,,,
35,51377288903,,,,35941,35941,,,,,,,
36,51377287912,,,,36586,41000,,,,,,,
37,51377287913,,,,36540,40948,,,,,,,1
38,51377287914,,,,40533,40533,,,,,,,0
39,51377287915,,,,40104,40104,,,,,,,0
40,51377287916,,,,39665,39665,,,,,,,1
41,51377287917,,,,39214,39214,,,,,,,0
42,51377287918,,,,38755,38755,,,,,,,0
43,51377287919,,,,38287,38287,,,,,,,0
44,51377288910,,,,37813,37813,,,,,,,0
45,51377287922,,,,41047,41047,,,,,,,
46,51377287923,,,,36921,41375,,,,,,,
47,51377287924,,,,36655,41076,,,,,,,1
48,51377287925,,,,40634,40634,,,,,,,1
49,51377287926,,,,40179,40179,,,,,,,1
50,51377287927,,,,39714,39714,,,,,,,1
51,51377287928,,,,39240,39240,,,,,,,1
52,51377287929,,,,38758,38758,,,,,,,0
53,51377288920,,,,38270,38270,,,,,,,0
54,51377287932,,,,42156,42156,,,,,,,
55,51377287933,,,,42068,42068,,,,,,,
56,51377287934,,,,37142,41623,,,,,,,1
57,51377287935,,,,36733,41164,,,,,,,1
58,51377287936,,,,36314,40695,,,,,,,1
59,51377287937,,,,40215,40215,,,,,,,1
60,51377287938,,,,39726,39726,,,,,,,1
61,51377287939,,,,39229,39229,,,,,,,1
62,51377288930,,,,38726,38726,,,,,,,1
63,51377287942,,,,42950,42950,,,,,,,
64,51377287943,,,,42632,42632,,,,,,,1
65,51377287944,,,,42171,42171,,,,,,,1
66,51377287945,,,,41697,41697,,,,,,,1
67,51377287946,,,,36776,41212,,,,,,,1
68,51377287947,,,,36333,40716,,,,,,,1
69,51377287948,,,,40212,40212,,,,,,,0
70,51377287949,,,,39700,39700,,,,,,,1
71,51377288940,,,,39181,39181,,,,,,,1
72,51377287952,,,,43617,43617,,,,,,,
73,51377287953,,,,43199,43199,,,,,,,1
74,51377287954,,,,42721,42721,,,,,,,1
75,51377287955,,,,42231,42231,,,,,,,1
76,51377287956,,,,41729,41729,,,,,,,1
77,51377287957,,,,36780,41217,,,,,,,1
78,51377287958,,,,36316,40696,,,,,,,1
79,51377287959,,,,35845,40169,,,,,,,1
80,51377288950,,,,39635,39635,,,,,,,1
81,51377287961,,,,44275,44275,,,,,,,
82,51377287962,,,,44247,44247,,,,,,,
83,51377287963,,,,43767,43767,,,,,,,1
84,51377287964,,,,43272,43272,,,,,,,1
85,51377287965,,,,42764,42764,,,,,,,1
86,51377287966,,,,42245,42245,,,,,,,1
87,51377287967,,,,41717,41717,,,,,,,1
88,51377287968,,,,41180,41180,,,,,,,1
89,51377287969,,,,36262,40636,,,,,,,1
90,51377288960,,,,35772,40087,,,,,,,1
91,51377287971,,,,44938,44938,,,,,,,
92,51377287972,,,,44835,44835,,,,,,,1
93,51377287973,,,,44337,44337,,,,,,,1
94,51377287974,,,,43824,43824,,,,,,,1
95,51377287975,,,,43299,43299,,,,,,,1
96,51377287976,,,,42762,42762,,,,,,,1
97,51377287977,,,,42216,42216,,,,,,,1
98,51377287978,,,,41663,41663,,,,,,,1
99,51377287979,,,,41102,41102,,,,,,,1
100,51377288970,,,,40537,40537,,,,,,,1
101,51377287981,,,,45589,45589,,,,,,,
102,51377287982,,,,45423,45423,,,,,,,1
103,51377287983,,,,44906,44906,,,,,,,1
104,51377287984,,,,44375,44375,,,,,,,1
105,51377287985,,,,43831,43831,,,,,,,1
106,51377287986,,,,43277,43277,,,,,,,0
107,51377287987,,,,42713,42713,,,,,,,1
108,51377287988,,,,42142,42142,,,,,,,1
109,51377287989,,,,41565,41565,,,,,,,1
110,51377288980,,,,40983,40983,,,,,,,1
111,51377287991,,,,46259,46259,,,,,,,
112,51377287992,,,,46012,46012,,,,,,,1
113,51377287993,,,,45476,45476,,,,,,,1
114,51377287994,,,,44925,44925,,,,,,,1
115,51377287995,,,,44362,44362,,,,,,,1
116,51377287996,,,,43789,43789,,,,,,,1
117,51377287997,,,,43208,43208,,,,,,,1
118,51377287998,,,,42619,42619,,,,,,,1
119,51377287999,,,,42024,42024,,,,,,,1
120,51377288990,,,,41426,41426,,,,,,,1
121,51377297901,,,,46834,46834,,,,,,,
122,51377297902,,,,46601,46601,,,,,,,1
123,51377297903,,,,46045,46045,,,,,,,1
124,51377297904,,,,45474,45474,,,,,,,1
125,51377297905,,,,44892,44892,,,,,,,1
126,51377297906,,,,44300,44300,,,,,,,1
127,51377297907,,,,43699,43699,,,,,,,1
128,51377297908,,,,43092,43092,,,,,,,1
129,51377297909,,,,42480,42480,,,,,,,1
130,51377298900,,,,41864,41864,,,,,,,1
131,51377288911,,,,37333,37333,,,,,,,0
132,51377288912,,,,36847,36847,,,,,,,0
133,51377288913,,,,36358,36358,,,,,,,0
134,51377288904,,,,35462,35462,,,,,,,
135,51377288914,,,,35866,35866,,,,,,,0
136,51377288905,,,,34979,34979,,,,,,,
137,51377288915,,,,35371,35371,,,,,,,0
138,51377288916,,,,34875,34875,,,,,,,
139,51377288921,,,,37775,37775,,,,,,,1
140,51377288922,,,,37276,37276,,,,,,,0
141,51377288923,,,,36774,36774,,,,,,,0
142,51377288924,,,,36268,36268,,,,,,,0
143,51377288925,,,,35761,35761,,,,,,,0
144,51377288926,,,,35252,35252,,,,,,,0
145,51377288917,,,,34378,34378,,,,,,,
146,51377288927,,,,34743,34743,,,,,,,0
147,51377288918,,,,33880,33880,,,,,,,
148,51377288928,,,,34234,34234,,,,,,,
149,51377288929,,,,33729,33729,,,,,,,
150,51377288931,,,,38217,38217,,,,,,,1
151,51377288932,,,,37704,37704,,,,,,,0
152,51377288933,,,,37188,37188,,,,,,,0
153,51377288934,,,,36669,36669,,,,,,,0
154,51377288935,,,,36149,36149,,,,,,,0
155,51377288936,,,,35627,35627,,,,,,,0
156,51377288937,,,,35106,35106,,,,,,,0
157,51377288938,,,,34584,34584,,,,,,,0
158,51377288939,,,,34266,34266,,,,,,,0
159,51377289920,,,,33691,33691,,,,,,,
160,51377289930,,,,34226,34226,,,,,,,0
161,51377288941,,,,38658,38658,,,,,,,1
162,51377288942,,,,38131,38131,,,,,,,0
163,51377288943,,,,37601,37601,,,,,,,0
164,51377288944,,,,37068,37068,,,,,,,0
165,51377288945,,,,36534,36534,,,,,,,0
166,51377288946,,,,36000,36000,,,,,,,1
167,51377288947,,,,35466,35466,,,,,,,1
168,51377288948,,,,34933,34933,,,,,,,1
169,51377288949,,,,34811,34811,,,,,,,0
170,51377289940,,,,34771,34771,,,,,,,0
171,51377288951,,,,39097,39097,,,,,,,1
172,51377288952,,,,38555,38555,,,,,,,0
173,51377288953,,,,38011,38011,,,,,,,0
174,51377288954,,,,37464,37464,,,,,,,0
175,51377288955,,,,36917,36917,,,,,,,1
176,51377288956,,,,36370,36370,,,,,,,1
177,51377288957,,,,35823,35823,,,,,,,1
178,51377288958,,,,35390,35390,,,,,,,0
179,51377288959,,,,35365,35365,,,,,,,0
180,51377289950,,,,35323,35323,,,,,,,0
181,51377288961,,,,35278,39534,,,,,,,1
182,51377288962,,,,34781,38977,,,,,,,1
183,51377288963,,,,38418,38418,,,,,,,1
184,51377288964,,,,37857,37857,,,,,,,1
185,51377288965,,,,37296,37296,,,,,,,1
186,51377288966,,,,36736,36736,,,,,,,1
187,51377288967,,,,36176,36176,,,,,,,1
188,51377288968,,,,35953,35953,,,,,,,0
189,51377288969,,,,35927,35927,,,,,,,0
190,51377289960,,,,35884,35884,,,,,,,0
191,51377288971,,,,39968,39968,,,,,,,1
192,51377288972,,,,35155,39396,,,,,,,1
193,51377288973,,,,34643,38822,,,,,,,0
194,51377288974,,,,38247,38247,,,,,,,1
195,51377288975,,,,37673,37673,,,,,,,1
196,51377288976,,,,37099,37099,,,,,,,1
197,51377288977,,,,36534,36534,,,,,,,1
198,51377288978,,,,36526,36526,,,,,,,1
199,51377288979,,,,36499,36499,,,,,,,0
200,51377289970,,,,36454,36454,,,,,,,0
201,51377288981,,,,40398,40398,,,,,,,1
202,51377288982,,,,39811,39811,,,,,,,1
203,51377288983,,,,35000,39222,,,,,,,1
204,51377288984,,,,34474,38633,,,,,,,1
205,51377288985,,,,38044,38044,,,,,,,1
206,51377288986,,,,37457,37457,,,,,,,1
207,51377288987,,,,37116,37116,,,,,,,1
208,51377288988,,,,37107,37107,,,,,,,1
209,51377288989,,,,37080,37080,,,,,,,0
210,51377289980,,,,37033,37033,,,,,,,0
211,51377288991,,,,40824,40824,,,,,,,1
212,51377288992,,,,40221,40221,,,,,,,1
213,51377288993,,,,39617,39617,,,,,,,1
214,51377288994,,,,34814,39013,,,,,,,0
215,51377288995,,,,34276,38411,,,,,,,1
216,51377288996,,,,37810,37810,,,,,,,1
217,51377288997,,,,37707,37707,,,,,,,1
218,51377288998,,,,37698,37698,,,,,,,1
219,51377288999,,,,37669,37669,,,,,,,0
220,51377289990,,,,37621,37621,,,,,,,0
221,51377298901,,,,41246,41246,,,,,,,1
222,51377298902,,,,40627,40627,,,,,,,1
223,51377298903,,,,40008,40008,,,,,,,1
224,51377298904,,,,39389,39389,,,,,,,1
225,51377298905,,,,34599,38772,,,,,,,0
226,51377298906,,,,34184,38308,,,,,,,0
227,51377298907,,,,34184,38308,,,,,,,0
228,51377298908,,,,38299,38299,,,,,,,1
229,51377298909,,,,38269,38269,,,,,,,0
230,51377299900,,,,38218,38218,,,,,,,0
231,51377289931,,,,34171,34171,,,,,,,
232,51377289941,,,,34713,34713,,,,,,,0
233,51377289932,,,,34100,34100,,,,,,,
234,51377289942,,,,34640,34640,,,,,,,0
235,51377289933,,,,34013,34013,,,,,,,
236,51377289943,,,,34550,34550,,,,,,,0
237,51377289934,,,,33911,33911,,,,,,,
238,51377289944,,,,34444,34444,,,,,,,0
239,51377289945,,,,34323,34323,,,,,,,
240,51377289951,,,,35264,35264,,,,,,,0
241,51377289952,,,,35187,35187,,,,,,,0
242,51377289953,,,,35094,35094,,,,,,,0
243,51377289954,,,,34985,34985,,,,,,,0
244,51377289955,,,,34859,34859,,,,,,,0
245,51377289946,,,,34186,34186,,,,,,,
246,51377289956,,,,34717,34717,,,,,,,0
247,51377289947,,,,34035,34035,,,,,,,
248,51377289957,,,,34561,34561,,,,,,,0
249,51377289948,,,,33869,33869,,,,,,,
250,51377289958,,,,34389,34389,,,,,,,
251,51377289959,,,,34203,34203,,,,,,,
252,51377289961,,,,35822,35822,,,,,,,0
253,51377289962,,,,35743,35743,,,,,,,0
254,51377289963,,,,35647,35647,,,,,,,1
255,51377289964,,,,35533,35533,,,,,,,0
256,51377289965,,,,35403,35403,,,,,,,0
257,51377289966,,,,35256,35256,,,,,,,0
258,51377289967,,,,35094,35094,,,,,,,0
259,51377289968,,,,34917,34917,,,,,,,0
260,51377289969,,,,34724,34724,,,,,,,0
261,51377380950,,,,34004,34004,,,,,,,
262,51377380960,,,,34518,34518,,,,,,,0
263,51377289971,,,,36390,36390,,,,,,,0
264,51377289972,,,,36308,36308,,,,,,,0
265,51377289973,,,,36208,36208,,,,,,,1
266,51377289974,,,,36090,36090,,,,,,,1
267,51377289975,,,,35956,35956,,,,,,,1
268,51377289976,,,,35804,35804,,,,,,,0
269,51377289977,,,,35636,35636,,,,,,,0
270,51377289978,,,,35452,35452,,,,,,,0
271,51377289979,,,,35253,35253,,,,,,,0
272,51377380970,,,,35039,35039,,,,,,,0
273,51377289981,,,,36967,36967,,,,,,,0
274,51377289982,,,,36882,36882,,,,,,,1
275,51377289983,,,,36778,36778,,,,,,,1
276,51377289984,,,,36656,36656,,,,,,,1
277,51377289985,,,,36516,36516,,,,,,,0
278,51377289986,,,,36358,36358,,,,,,,0
279,51377289987,,,,36184,36184,,,,,,,0
280,51377289988,,,,35994,35994,,,,,,,0
281,51377289989,,,,35788,35788,,,,,,,1
282,51377380980,,,,35567,35567,,,,,,,0
283,51377289991,,,,37552,37552,,,,,,,0
284,51377289992,,,,37464,37464,,,,,,,0
285,51377289993,,,,37356,37356,,,,,,,1
286,51377289994,,,,37229,37229,,,,,,,0
287,51377289995,,,,37084,37084,,,,,,,1
288,51377289996,,,,36921,36921,,,,,,,1
289,51377289997,,,,36740,36740,,,,,,,0
290,51377289998,,,,36543,36543,,,,,,,0
291,51377289999,,,,36330,36330,,,,,,,1
292,51377380990,,,,36101,36101,,,,,,,0
293,51377299901,,,,38147,38147,,,,,,,0
294,51377299902,,,,38055,38055,,,,,,,1
295,51377299903,,,,37943,37943,,,,,,,1
296,51377299904,,,,37812,37812,,,,,,,1
297,51377299905,,,,37661,37661,,,,,,,1
298,51377299906,,,,37492,37492,,,,,,,0
299,51377299907,,,,37305,37305,,,,,,,0
300,51377299908,,,,37101,37101,,,,,,,1
301,51377299909,,,,36880,36880,,,,,,,0
302,51377390900,,,,36643,36643,,,,,,,0
303,51377294959,,,,54399,54399,,,,,,,
304,51377294968,,,,54755,54755,,,,,,,
305,51377294969,,,,55201,55201,,,,,,,
306,51377295950,,,,54771,54771,,,,,,,
307,51377295960,,,,55595,55595,,,,,,,1
308,51377294966,,,,53732,53732,,,,,,,
309,51377294967,,,,54264,54264,,,,,,,
310,51377294975,,,,53858,53858,,,,,,,
311,51377294976,,,,54455,54455,,,,,,,
312,51377294977,,,,55016,55016,,,,,,,1
313,51377294978,,,,55535,55535,,,,,,,1
314,51377294979,,,,56006,56006,,,,,,,1
315,51377295970,,,,56425,56425,,,,,,,1
316,51377294974,,,,53229,53229,,,,,,,
317,51377294984,,,,53888,53888,,,,,,,
318,51377294985,,,,54547,54547,,,,,,,1
319,51377294986,,,,55176,55176,,,,,,,1
320,51377294987,,,,55767,55767,,,,,,,1
321,51377294988,,,,56316,56316,,,,,,,0
322,51377294989,,,,56817,56817,,,,,,,0
323,51377295980,,,,57262,57262,,,,,,,1
324,51377294994,,,,54174,54174,,,,,,,
325,51377294995,,,,55232,55232,,,,,,,
326,51377294996,,,,55893,55893,,,,,,,1
327,51377294997,,,,56518,56518,,,,,,,1
328,51377294998,,,,57099,57099,,,,,,,1
329,51377294999,,,,57631,57631,,,,,,,1
330,51377295990,,,,58106,58106,,,,,,,1
331,52370204905,,,,55908,55908,,,,,,,
332,52370204906,,,,56604,56604,,,,,,,0
333,52370204907,,,,57264,57264,,,,,,,1
334,52370204908,,,,57880,57880,,,,,,,1
335,52370204909,,,,58446,58446,,,,,,,1
336,52370205900,,,,58953,58953,,,,,,,1
337,51377295928,,,,53097,53097,,,,,,,
338,51377295929,,,,53036,53036,,,,,,,
339,51377295937,,,,54038,54038,,,,,,,
340,51377295938,,,,53985,53985,,,,,,,
341,51377295939,,,,53875,53875,,,,,,,1
342,51377296920,,,,52879,52879,,,,,,,
343,51377296930,,,,53708,53708,,,,,,,
344,51377295935,,,,54031,54031,,,,,,,
345,51377295936,,,,54042,54042,,,,,,,
346,51377295944,,,,54823,54823,,,,,,,
347,51377295945,,,,54891,54891,,,,,,,
348,51377295946,,,,54903,54903,,,,,,,1
349,51377295947,,,,54898,54898,,,,,,,1
350,51377295948,,,,54842,54842,,,,,,,1
351,51377295949,,,,54725,54725,,,,,,,1
352,51377296940,,,,54548,54548,,,,,,,1
353,51377295941,,,,54257,54257,,,,,,,
354,51377295942,,,,54503,54503,,,,,,,
355,51377295951,,,,55090,55090,,,,,,,
356,51377295952,,,,55352,55352,,,,,,,1
357,51377295943,,,,54693,54693,,,,,,,
358,51377295953,,,,55553,55553,,,,,,,1
359,51377295954,,,,55692,55692,,,,,,,1
360,51377295955,,,,55765,55765,,,,,,,1
361,51377295956,,,,55777,55777,,,,,,,1
362,51377295957,,,,55772,55772,,,,,,,1
363,51377295958,,,,55712,55712,,,,,,,1
364,51377295959,,,,55587,55587,,,,,,,1
365,51377296950,,,,55399,55399,,,,,,,1
366,51377295961,,,,55934,55934,,,,,,,1
367,51377295962,,,,56213,56213,,,,,,,1
368,51377295963,,,,56427,56427,,,,,,,1
369,51377295964,,,,56575,56575,,,,,,,1
370,51377295965,,,,56653,56653,,,,,,,1
371,51377295966,,,,56666,56666,,,,,,,1
372,51377295967,,,,56660,56660,,,,,,,1
373,51377295968,,,,56597,56597,,,,,,,1
374,51377295969,,,,56464,56464,,,,,,,1
375,51377296960,,,,56263,56263,,,,,,,1
376,51377295971,,,,56786,56786,,,,,,,1
377,51377295972,,,,57083,57083,,,,,,,1
378,51377295973,,,,57313,57313,,,,,,,1
379,51377295974,,,,57471,57471,,,,,,,1
380,51377295975,,,,57554,57554,,,,,,,1
381,51377295976,,,,57568,57568,,,,,,,1
382,51377295977,,,,57562,57562,,,,,,,1
383,51377295978,,,,57494,57494,,,,,,,1
384,51377295979,,,,57352,57352,,,,,,,1
385,51377296970,,,,57137,57137,,,,,,,1
386,51377295981,,,,57647,57647,,,,,,,1
387,51377295982,,,,57965,57965,,,,,,,1
388,51377295983,,,,58211,58211,,,,,,,1
389,51377295984,,,,58380,58380,,,,,,,1
390,51377295985,,,,58470,58470,,,,,,,1
391,51377295986,,,,58485,58485,,,,,,,0
392,51377295987,,,,58478,58478,,,,,,,1
393,51377295988,,,,58405,58405,,,,,,,1
394,51377295989,,,,58252,58252,,,,,,,1
395,51377296980,,,,58022,58022,,,,,,,1
396,51377295991,,,,58517,58517,,,,,,,1
397,51377295992,,,,58858,58858,,,,,,,1
398,51377295993,,,,59122,59122,,,,,,,1
399,51377295994,,,,59304,59304,,,,,,,1
400,51377295995,,,,59401,59401,,,,,,,0
401,51377295996,,,,59417,59417,,,,,,,1
402,51377295997,,,,59410,59410,,,,,,,1
403,51377295998,,,,59332,59332,,,,,,,1
404,51377295999,,,,59167,59167,,,,,,,1
405,51377296990,,,,58920,58920,,,,,,,1
406,52370205901,,,,59394,59394,,,,,,,1
407,52370205902,,,,59760,59760,,,,,,,1
408,52370205903,,,,60045,60045,,,,,,,1
409,52370205904,,,,60241,60241,,,,,,,1
410,52370205905,,,,60346,60346,,,,,,,1
411,52370205906,,,,60363,60363,,,,,,,1
412,52370205907,,,,60356,60356,,,,,,,1
413,52370205908,,,,60271,60271,,,,,,,1
414,52370205909,,,,60093,60093,,,,,,,1
415,52370206900,,,,59826,59826,,,,,,,1
416,51377296931,,,,53487,53487,,,,,,,
417,51377296941,,,,54313,54313,,,,,,,1
418,51377296932,,,,53213,53213,,,,,,,
419,51377296942,,,,54023,54023,,,,,,,1
420,51377296933,,,,52891,52891,,,,,,,
421,51377296943,,,,53682,53682,,,,,,,1
422,51377296934,,,,52522,52522,,,,,,,
423,51377296944,,,,53293,53293,,,,,,,1
424,51377296935,,,,52112,52112,,,,,,,
425,51377296945,,,,52861,52861,,,,,,,1
426,51377296936,,,,51663,51663,,,,,,,
427,51377296946,,,,52388,52388,,,,,,,1
428,51377296937,,,,51179,51179,,,,,,,
429,51377296947,,,,51880,51880,,,,,,,
430,51377296948,,,,51341,51341,,,,,,,
431,51377296951,,,,55149,55149,,,,,,,1
432,51377296952,,,,54842,54842,,,,,,,1
433,51377296953,,,,54481,54481,,,,,,,1
434,51377296954,,,,54070,54070,,,,,,,1
435,51377296955,,,,53613,53613,,,,,,,1
436,51377296956,,,,53116,53116,,,,,,,1
437,51377296957,,,,52582,52582,,,,,,,0
438,51377296958,,,,52017,52017,,,,,,,
439,51377296959,,,,51423,51423,,,,,,,
440,51377296961,,,,55997,55997,,,,,,,1
441,51377296962,,,,55670,55670,,,,,,,1
442,51377296963,,,,55287,55287,,,,,,,1
443,51377296964,,,,54852,54852,,,,,,,1
444,51377296965,,,,54370,54370,,,,,,,1
445,51377296966,,,,53846,53846,,,,,,,1
446,51377296967,,,,53285,53285,,,,,,,1
447,51377296968,,,,52692,52692,,,,,,,0
448,51377296969,,,,52070,52070,,,,,,,1
449,51377297940,,,,49908,49908,,,,,,,
450,51377297950,,,,50805,50805,,,,,,,
451,51377297960,,,,51426,51426,,,,,,,1
452,51377296971,,,,56853,56853,,,,,,,1
453,51377296972,,,,56505,56505,,,,,,,1
454,51377296973,,,,56098,56098,,,,,,,1
455,51377296974,,,,55637,55637,,,,,,,1
456,51377296975,,,,55127,55127,,,,,,,1
457,51377296976,,,,54575,54575,,,,,,,1
458,51377296977,,,,53985,53985,,,,,,,1
459,51377296978,,,,53362,53362,,,,,,,0
460,51377296979,,,,52712,52712,,,,,,,0
461,51377297970,,,,52039,52039,,,,,,,1
462,51377296981,,,,57719,57719,,,,,,,1
463,51377296982,,,,57348,57348,,,,,,,1
464,51377296983,,,,56914,56914,,,,,,,1
465,51377296984,,,,56424,56424,,,,,,,1
466,51377296985,,,,55885,55885,,,,,,,1
467,51377296986,,,,55302,55302,,,,,,,1
468,51377296987,,,,54681,54681,,,,,,,0
469,51377296988,,,,54028,54028,,,,,,,0
470,51377296989,,,,53348,53348,,,,,,,0
471,51377297980,,,,52645,52645,,,,,,,1
472,51377296991,,,,58594,58594,,,,,,,1
473,51377296992,,,,58197,58197,,,,,,,1
474,51377296993,,,,57735,57735,,,,,,,1
475,51377296994,,,,57214,57214,,,,,,,1
476,51377296995,,,,56642,56642,,,,,,,1
477,51377296996,,,,56026,56026,,,,,,,1
478,51377296997,,,,55372,55372,,,,,,,1
479,51377296998,,,,54687,54687,,,,,,,1
480,51377296999,,,,53975,53975,,,,,,,0
481,51377297990,,,,53242,53242,,,,,,,0
482,52370206901,,,,59476,59476,,,,,,,1
483,52370206902,,,,59050,59050,,,,,,,1
484,52370206903,,,,58556,58556,,,,,,,1
485,52370206904,,,,58002,58002,,,,,,,1
486,52370206905,,,,57395,57395,,,,,,,1
487,52370206906,,,,56744,56744,,,,,,,1
488,52370206907,,,,56056,56056,,,,,,,1
489,52370206908,,,,55336,55336,,,,,,,0
490,52370206909,,,,54591,54591,,,,,,,0
491,52370207900,,,,53826,53826,,,,,,,1
492,51377297911,,,,47500,47500,,,,,,,
493,51377297912,,,,47189,47189,,,,,,,1
494,51377297913,,,,46612,46612,,,,,,,1
495,51377297914,,,,46020,46020,,,,,,,1
496,51377297915,,,,45418,45418,,,,,,,1
497,51377297916,,,,44806,44806,,,,,,,1
498,51377297917,,,,44186,44186,,,,,,,1
499,51377297918,,,,43560,43560,,,,,,,1
500,51377297919,,,,42930,42930,,,,,,,1
501,51377298910,,,,42297,42297,,,,,,,1
502,51377297921,,,,48193,48193,,,,,,,
503,51377297922,,,,47775,47775,,,,,,,1
504,51377297923,,,,47176,47176,,,,,,,1
505,51377297924,,,,46563,46563,,,,,,,1
506,51377297925,,,,45940,45940,,,,,,,1
507,51377297926,,,,45307,45307,,,,,,,1
508,51377297927,,,,44668,44668,,,,,,,1
509,51377297928,,,,44023,44023,,,,,,,1
510,51377297929,,,,43375,43375,,,,,,,1
511,51377298920,,,,42724,42724,,,,,,,1
512,51377297930,,,,49034,49034,,,,,,,
513,51377297931,,,,48965,48965,,,,,,,
514,51377297932,,,,48359,48359,,,,,,,1
515,51377297933,,,,47737,47737,,,,,,,1
516,51377297934,,,,47102,47102,,,,,,,1
517,51377297935,,,,46457,46457,,,,,,,1
518,51377297936,,,,45804,45804,,,,,,,1
519,51377297937,,,,45145,45145,,,,,,,1
520,51377297938,,,,44481,44481,,,,,,,1
521,51377297939,,,,43813,43813,,,,,,,1
522,51377298930,,,,43145,43145,,,,,,,1
523,51377297941,,,,49568,49568,,,,,,,1
524,51377297942,,,,48938,48938,,,,,,,1
525,51377297943,,,,48293,48293,,,,,,,0
526,51377297944,,,,47635,47635,,,,,,,1
527,51377297945,,,,46968,46968,,,,,,,1
528,51377297946,,,,46294,46294,,,,,,,1
529,51377297947,,,,45614,45614,,,,,,,1
530,51377297948,,,,44930,44930,,,,,,,1
531,51377297949,,,,44244,44244,,,,,,,1
532,51377298940,,,,43557,43557,,,,,,,1
533,51377297951,,,,50167,50167,,,,,,,1
534,51377297952,,,,49512,49512,,,,,,,1
535,51377297953,,,,48842,48842,,,,,,,1
536,51377297954,,,,48162,48162,,,,,,,1
537,51377297955,,,,47472,47472,,,,,,,1
538,51377297956,,,,46776,46776,,,,,,,1
539,51377297957,,,,46075,46075,,,,,,,1
540,51377297958,,,,45371,45371,,,,,,,1
541,51377297959,,,,44666,44666,,,,,,,1
542,51377298950,,,,43961,43961,,,,,,,1
543,51377297961,,,,50761,50761,,,,,,,1
544,51377297962,,,,50080,50080,,,,,,,1
545,51377297963,,,,49385,49385,,,,,,,1
546,51377297964,,,,48681,48681,,,,,,,1
547,51377297965,,,,47968,47968,,,,,,,1
548,51377297966,,,,47250,47250,,,,,,,1
549,51377297967,,,,46528,46528,,,,,,,1
550,51377297968,,,,45804,45804,,,,,,,1
551,51377297969,,,,45079,45079,,,,,,,1
552,51377298960,,,,44356,44356,,,,,,,1
553,51377297971,,,,51347,51347,,,,,,,1
554,51377297972,,,,50639,50639,,,,,,,1
555,51377297973,,,,49919,49919,,,,,,,0
556,51377297974,,,,49190,49190,,,,,,,1
557,51377297975,,,,48454,48454,,,,,,,1
558,51377297976,,,,47713,47713,,,,,,,1
559,51377297977,,,,46969,46969,,,,,,,1
560,51377297978,,,,46225,46225,,,,,,,1
561,51377297979,,,,45482,45482,,,,,,,1
562,51377298970,,,,44740,44740,,,,,,,1
563,51377297981,,,,51924,51924,,,,,,,1
564,51377297982,,,,51189,51189,,,,,,,1
565,51377297983,,,,50443,50443,,,,,,,0
566,51377297984,,,,49688,49688,,,,,,,1
567,51377297985,,,,48928,48928,,,,,,,1
568,51377297986,,,,48165,48165,,,,,,,1
569,51377297987,,,,47400,47400,,,,,,,1
570,51377297988,,,,46635,46635,,,,,,,1
571,51377297989,,,,45872,45872,,,,,,,1
572,51377298980,,,,45113,45113,,,,,,,1
573,51377297991,,,,52492,52492,,,,,,,0
574,51377297992,,,,51728,51728,,,,,,,0
575,51377297993,,,,50955,50955,,,,,,,0
576,51377297994,,,,50175,50175,,,,,,,1
577,51377297995,,,,49391,49391,,,,,,,1
578,51377297996,,,,48604,48604,,,,,,,1
579,51377297997,,,,47818,47818,,,,,,,1
580,51377297998,,,,47033,47033,,,,,,,1
581,51377297999,,,,46251,46251,,,,,,,1
582,51377298990,,,,45473,45473,,,,,,,1
583,52370207901,,,,53046,53046,,,,,,,1
584,52370207902,,,,52253,52253,,,,,,,1
