"","ID","original","if_jukyo","if_shogyo","if_kogyo"
"1993",52370218929,707271005.252342,70727.1005252342,101685.516991782,49247.3835558896
"1994",52370218930,705894559.977449,70589.4559977449,101487.623188206,49151.5414700513
"1995",52370218931,710462062.792027,71046.2062792027,102144.300588541,49469.5773591683
"1996",52370218932,715414040.571069,71541.4040571069,102856.25458758,49814.3842963023
"1997",52370218933,719361794.10126,71936.179410126,103423.829612843,50089.26695209
"1998",52370218934,729414841.655707,72225.1006806583,103839.216480759,50290.443255398
"1999",52370218935,824172156.81739,72404.0369440761,104096.476092974,50415.0368373652
"2000",52370218936,1014694593.67555,72470.3614140854,104191.831875581,50461.2186628526
"2001",52370218937,1113965858.75285,72470.7631542889,104192.409464087,50461.498395144
"2002",52370218938,935630205.026212,72423.0867974613,104123.864380854,50428.3012781436
"2003",52370218939,732800319.111474,72262.9173556527,103893.586137074,50316.7750615151
"2004",52370218940,719037121.99069,71903.712199069,103377.150968913,50066.6599855377
"2005",52370218941,725318236.152908,72531.8236152908,104280.197094268,50504.0148834594
"2006",52370218942,730607456.219424,73060.7456219424,105040.636972268,50872.3040504022
"2007",52370218943,737187849.106018,73483.0622841706,105647.808591266,51166.3637600799
"2008",52370218944,1396341911.7081,73792.5205544008,106092.721841803,51381.8400063192
"2009",52370218945,1479477412.73337,73984.3411077784,106368.505409841,51515.4049382327
"2010",52370218946,1481109482.82212,74055.4741411058,106470.774543107,51564.9349733925
"2011",52370218947,1481118101.02175,74055.9050510874,106471.394069482,51565.2350166431
"2012",52370218948,1480095425.29459,74004.7712647297,106397.878182886,51529.6304864033
"2013",52370218949,1078969845.38796,73833.0517893385,106150.994265645,51410.0619644957
"2014",52370218950,733692003.177066,73369.2003177066,105484.107367271,51087.0815062728
"2015",52370218951,740399038.731122,74039.9038731122,106448.388912438,51554.0933730122
"2016",52370218952,746058575.668989,74605.8575668989,107262.069856782,51948.1677578775
"2017",52370218953,750585405.537036,75058.5405537036,107912.899640624,52263.371583778
"2018",52370218954,1351278526.92455,75390.7161711477,108390.473995306,52494.6659521134
"2019",52370218955,1511936428.4356,75596.8214217799,108686.794907794,52638.177339621
"2020",52370218956,1513465842.90181,75673.2921450905,108796.738125837,52691.4240161242
"2021",52370218957,1513475109.11219,75673.7554556094,108797.404234999,52691.7466199162
"2022",52370218958,1512375667.47235,75618.7833736174,108718.369967568,52653.4694788116
"2023",52370218959,1506974892.92964,75434.2548546581,108453.070277481,52524.9820011305
"2024",52370218960,748539905.539375,74853.9905539375,107618.814737915,52120.9431197235
"2025",52370218961,755714132.129003,75571.4132129003,108650.265107526,52620.4855666109
"2026",52370218962,761782088.756026,76178.2088756026,109522.665223069,53042.998274176
"2027",52370218963,778015451.839502,76664.540381196,110221.872036418,53381.6316129304
"2028",52370218964,1386774045.13738,77021.9834308616,110735.773794449,53630.5197312831
"2029",52370218965,1544880378.95337,77244.0189476687,111054.997912918,53785.1233864312
"2030",52370218966,1546529013.57268,77326.4506786338,111173.511369818,53842.520721284
"2031",52370218967,1546539003.70922,77326.9501854611,111174.229519008,53842.8685286185
"2032",52370218968,1545353822.41929,77267.6911209645,111089.031786243,53801.6063553249
"2033",52370218969,1541377465.96164,77068.8732980818,110803.188128623,53663.1692144194
"2034",52370218970,763582638.790033,76358.2638790033,109781.533266178,53168.3708364299
"2035",52370218971,771271317.141567,77127.1317141567,110886.947212676,53703.7346347532
"2036",52370218972,841714904.213971,77779.1834937394,111824.412792629,54157.7592427031
"2037",52370218973,1334209884.9663,78303.0034397536,112577.517354041,54522.4958373609
"2038",52370218974,1573774414.2868,78688.72071434,113132.069430794,54791.0713398857
"2039",52370218975,1578572747.53719,78928.6373768593,113477.001566879,54958.1256629499
"2040",52370218976,1580355423.64032,79017.7711820161,113605.150706197,55020.1896618663
"2041",52370218977,1580366228.01393,79018.3114006963,113605.927387489,55020.5658169235
"2042",52370218978,1579084634.78783,78954.2317393913,113513.799003318,54975.9470550205
"2043",52370218979,1574787370.52803,78739.3685264016,113204.886624144,54826.3374855122
"2044",52370218980,778763196.006967,77876.3196006967,111964.066973009,54225.395256069
"2045",52370218981,787018512.389514,78701.8512389514,113150.947402231,54800.2141433801
"2046",52370218982,805968611.780865,79404.1116498396,114160.598758129,55289.1990947537
"2047",52370218983,870866063.92666,79969.7864726645,114973.878765099,55683.0793013603
"2048",52370218984,1123598597.81295,80387.2332416176,115574.048858349,55973.7480972268
"2049",52370218985,1612945791.02765,80647.2895513826,115947.936096891,56154.8256861286
"2050",52370218986,1614879734.76014,80743.9867380071,116086.959234282,56222.1560786247
"2051",52370218987,1614891457.92359,80744.5728961794,116087.801963537,56222.5642214175
"2052",52370218988,1613501045.42518,80675.0522712589,115987.851016388,56174.15690859
"2053",52370218989,1608538192.70188,80442.1088980673,115652.94449319,56011.9580970853
"2054",52370218990,794072863.265729,79407.2863265729,114165.163043141,55291.409626807
"2055",52370218991,802954657.917261,80295.4657917261,115442.113284631,55909.8502876292
"2056",52370218992,810537048.150825,81053.7048150825,116532.246013398,56437.8132287504
"2057",52370218993,816663917.069106,81666.3917069106,117413.116046058,56864.4280077736
"2058",52370218994,1219188464.09437,82119.6938757441,118064.836038098,57180.0629710264
"2059",52370218995,1648052148.92933,82402.6074464666,118471.585537078,57377.0561041687
"2060",52370218996,1650158173.47052,82507.9086735261,118622.978845073,57450.3775026057
"2061",52370218997,1649079663.19547,82508.5471511175,118623.896794819,57450.8220754866
"2062",52370218998,1333877760.89336,82432.8357004523,118515.04519556,57398.1040816371
"2063",52370218999,942131837.655783,82179.3613644515,118150.620969076,57221.6095306954
"2064",52370219900,675259422.446711,67525.9422446711,97083.1590227108,47018.4123624535
"2065",52370219901,672144390.898654,67214.4390898654,96635.3058079492,46801.512260093
"2066",52370219902,1149208233.88879,66817.8083357623,96065.0632419978,46525.3376858164
"2067",52370219903,1021050122.63417,66340.3706997912,95378.6432914481,46192.8971614901
"2068",52370219904,1104447612.92554,65787.0944749586,94583.1889529617,45807.6501168023
"2069",52370219905,1303268716.28348,65163.4358141738,93686.5446274153,45373.395679005
"2070",52370219906,1289503602.08295,64475.1801041477,92697.0280605431,44894.1622213278
"2071",52370219907,1274565861.4515,63728.293072575,91623.2162772814,44374.1036886914
"2072",52370219908,1062465722.56147,62928.7872166969,90473.7535439135,43817.4065917199
"2073",52370219909,620826075.723234,62082.6075723234,89257.1871363123,43228.2104675443
"2074",52370219910,689857963.553959,68985.7963553959,99182.0153151254,48034.9109152375
"2075",52370219911,686542790.473957,68654.2790473957,98705.3874227703,47804.0749287307
"2076",52370219912,1135922620.14383,68232.6089594115,98099.1453942096,47510.465429645
"2077",52370219913,1354513456.80426,67725.6728402132,97370.3149886128,47157.485068297
"2078",52370219914,1342781232.58523,67139.0616292616,96526.9343917013,46749.0268240118
"2079",52370219915,1329577599.75702,66478.879987851,95577.7803755351,46289.3413813786
"2080",52370219916,1315031201.91717,65751.5600958584,94532.1005910332,45782.9074766549
"2081",52370219917,1299273792.93359,64963.6896466797,93399.3662734614,45234.3121303885
"2082",52370219918,1055025127.66025,64121.8609315514,92189.0552684767,44648.1455646109
"2083",52370219919,632325445.176373,63232.5445176373,90910.4704170326,44028.9132447033
"2084",52370219920,704738548.680453,70473.8548680453,101321.42154059,49071.0482343392
"2085",52370219921,737238739.426855,70120.47884597,100813.367015092,48824.9919932468
"2086",52370219922,1226392770.50418,69671.5351959894,100167.913337372,48512.391873047
"2087",52370219923,1382651435.65671,69132.5717828356,99393.0367639061,48137.110860068
